IDX,LON,LAT,ENTRY_EXIT,EXIT_NUM,INTERCHANGE,FACILITY_TYPE,FACILITY_NAME,STATEID,FAFID
1580,-159.34925833376028,21.978318395527555,,,,Airport-Terminal Location,LIHUE,0,0
1581,-159.3356513338611,22.047337390189817,,,,,,0,0
1583,-159.31827633433304,22.07611538862149,,,,,,0,0
1585,-158.2067993870501,21.460243417790913,,,,,,0,0
1586,-158.22554138618366,21.48007841721233,,,,,,0,0
1587,-158.22854038570856,21.511045415380575,,,,,,0,0
1588,-158.11462839231336,21.317759425995114,,,,,,0,0
1589,-158.09946639338602,21.313515425676357,,,,,,0,0
1591,-158.0907973930778,21.326853424805144,,,,,,0,0
1592,-158.09745239387524,21.301088426508297,,,,,,0,0
1593,-158.08974739366465,21.330105424865074,,,,,,0,0
1594,-158.06780039424356,21.32472142509271,,,,,,0,0
1595,-158.08958139308498,21.331206424402957,,,,,,0,0
1596,-158.0872023937012,21.332341424450533,,,,,,0,0
1597,-158.08975539316228,21.331584425134466,,,,,,0,0
1598,-158.08952039388396,21.33162342458339,,,,,,0,0
1599,-158.08977539325377,21.333151424655664,,,,,,0,0
1600,-158.10432039241303,21.341185424757416,,,,,,0,0
1601,-158.18819438818386,21.445729419000365,,,,,,0,0
1794,-157.75510640461113,21.409628416210715,,,,,,0,0
1795,-157.76249240408114,21.417328415947964,,,,,,0,0
1798,-157.7617014042358,21.421786415210363,,,,,,0,0
1799,-157.76212240418528,21.41993641574309,,,,Rest Area,REST AREA,0,0
1800,-157.76008740475808,21.427442415018497,,,,,,0,0
1801,-157.76174740426654,21.422569415569452,,,,,,0,0
1802,-157.76258040394467,21.426502415283753,,,,,,0,0
1803,-157.76211240413951,21.4264194152548,,,,,,0,0
1805,-157.76220340437612,21.426772415293318,,,,,,0,0
1806,-157.76188740400863,21.426442414935078,,,,,,0,0
1807,-157.761623404418,21.427072415275816,,,,,,0,0
1808,-157.7482184050835,21.42117241565109,,,,,,0,0
1809,-157.76022640467525,21.430521414981424,,,,,,0,0
1810,-157.75890540420218,21.428197415155385,,,,,,0,0
1811,-157.760236404721,21.427735415274938,,,,,,0,0
1812,-157.75951440447267,21.42778041493116,,,,,,0,0
1813,-157.75881340414065,21.42781141537385,,,,,,0,0
1814,-157.7587654044601,21.42823141503089,,,,,,0,0
1815,-157.75809740463842,21.42779641521442,,,,,,0,0
1816,-157.75700540449418,21.435720414824033,,,,,,0,0
1817,-157.75525140437605,21.439842413996825,,,,,,0,0
1820,-157.73715440639623,21.369510418648158,,,,,,0,0
1821,-157.73761040560754,21.384990417314757,,,,,,0,0
1824,-157.73625840517232,21.399732416753054,,,,,,0,0
1825,-157.730168406061,21.397369416893756,,,,,,0,0
1826,-157.21472142735936,21.13282142574024,,,,,,0,0
1827,-157.20120642752173,21.14689042500401,,,,,,0,0
1828,-157.08520243120464,21.154981423031032,,,,,,0,0
1829,-157.0287554338709,21.09250542550546,,,,,,0,0
1830,-157.0226014342872,21.089409426235537,,,,,,0,0
1831,-157.09316843063277,21.155792422879905,,,,Airport-Terminal Location,MOLOKAI,0,0
1832,-157.09309643066274,21.156557423221354,,,,,,0,0
1833,-157.07289743151196,21.150342422913965,,,,,,0,0
1834,-157.05429643284367,21.133349423944715,,,,,,0,0
1835,-157.06863643106522,21.167627422136103,,,,,,0,0
1836,-157.03646543320602,21.151999422533557,,,,,,0,0
1837,-157.05405743246905,21.127620424157055,,,,,,0,0
1838,-156.73781044239456,21.15742341854206,,,,,,0,0
1840,-156.66575044694508,20.98454642664416,,,,,,0,0
1842,-156.5802234486436,21.013704423863214,,,,,,0,0
1843,-156.57080444939623,21.01235242412492,,,,,,0,0
1845,-154.96673852143036,19.36250647431298,,,,,,0,0
1846,-154.8807025215192,19.426820470030727,,,,,,0,0
1847,-154.96554952120178,19.367594474212886,,,,,,0,0
1848,-154.96608252130423,19.367966474267675,,,,,,0,0
1849,-154.9649045209463,19.37019547453195,,,,,,0,0
1850,-154.94524051975117,19.435772470759737,,,,,,0,0
2050,-156.44144245449866,20.88940442887539,,,,,,0,0
2051,-156.44285445431,20.889406428854382,,,,,,0,0
2052,-156.43941245509433,20.892129428816116,,,,,,0,0
2053,-156.44419045485168,20.89174242891612,,,,,,0,0
2055,-156.4411974551746,20.89255042833108,,,,,,0,0
2056,-156.44137845492455,20.89317142891082,,,,,,0,0
2057,-156.44068645481343,20.89324742870395,,,,,,0,0
2058,-156.43695545499443,20.895182428197458,,,,,,0,0
2059,-156.4400944551597,20.894180428627006,,,,,,0,0
2063,-156.38128745601384,20.91611142660692,,,,,,0,0
