STFIP,PLFIP,NAME,ST,LAT,LON,POP,ALAND,AWATER,LSAD,FUNCSTAT,CBSA,ISCUS
49,11000,Castle Valley,UT,38.632526,-109.396597,347,9.283,0.0,43,A,,true
49,11430,Cedar Fort,UT,40.341392,-112.108553,427,21.379,0.0,43,A,,true
49,11435,Cedar Highlands,UT,37.629669,-113.066621,99,8.988,0.0,43,A,,true
49,11440,Cedar Hills,UT,40.412028,-111.754266,10019,2.726,0.0,25,A,,true
49,11870,Centerfield,UT,39.127459,-111.818403,1341,1.905,0.0,43,A,,true
49,11980,Centerville,UT,40.926297,-111.883339,16884,5.964,0.064,25,A,,true
49,12200,Central CDP,UT,37.415005,-113.626248,656,2.517,0.0,57,S,,true
49,12260,Central Valley,UT,38.699239,-112.096683,647,2.107,0.0,43,A,,true
49,12420,Charleston,UT,40.467276,-111.459488,436,2.863,0.208,43,A,,true
49,12970,Circleville,UT,38.168395,-112.27163,550,11.043,0.0,43,A,,true
49,13190,Clarkston,UT,41.920471,-112.050358,749,0.928,0.0,43,A,,true
49,13300,Clawson,UT,39.131395,-111.098932,162,1.013,0.0,43,A,,true
49,13740,Clear Creek CDP,UT,39.643343,-111.15484,12,0.204,0.0,57,S,,true
49,13850,Clearfield,UT,41.097012,-112.01792,31909,7.714,0.03,25,A,,true
49,14070,Cleveland,UT,39.349469,-110.855499,497,0.865,0.0,43,A,,true
49,14290,Clinton,UT,41.13874,-112.066417,23386,5.932,0.002,25,A,,true
49,14840,Coalville,UT,40.907265,-111.421421,1486,6.225,0.445,25,A,,true
49,15720,Copperton metroship,UT,40.566115,-112.09792,829,0.312,0.0,35,A,,true
49,15830,Corinne,UT,41.551464,-112.125015,809,3.779,0.061,25,A,,true
49,15940,Cornish,UT,41.967158,-111.958734,274,5.389,0.003,43,A,,true
49,16270,Cottonwood Heights,UT,40.613651,-111.814403,33617,9.23,0.0,25,A,,true
49,16490,Cove CDP,UT,41.968262,-111.779389,494,14.708,0.0,57,S,,true
49,18090,Dammeron Valley CDP,UT,37.304173,-113.66587,871,4.889,0.0,57,S,,true
49,18140,Daniel,UT,40.466722,-111.409475,916,3.292,0.0,43,A,,true
49,18910,Delta,UT,39.363241,-112.543775,3622,8.603,0.119,25,A,,true
49,19020,Deseret CDP,UT,39.287621,-112.651116,327,3.069,0.0,57,S,,true
49,19680,Deweyville,UT,41.693014,-112.088345,417,6.379,0.0,43,A,,true
49,20120,Draper,UT,40.495191,-111.860651,51017,29.949,0.015,25,A,,true
49,20340,Duchesne,UT,40.175329,-110.394047,1588,2.803,0.0,25,A,,true
49,20450,Dugway CDP,UT,40.230686,-112.754054,342,5.21,0.0,57,S,,true
49,20780,Dutch John,UT,40.92707,-109.403119,141,5.899,0.388,43,A,,true
49,20810,Eagle Mountain,UT,40.313711,-112.011435,43623,50.43,0.0,25,A,,true
49,20850,East Basin CDP,UT,40.736798,-111.469066,3023,8.999,0.008,57,S,,true
49,20890,East Carbon,UT,39.533025,-110.42945,1556,11.293,0.006,25,A,,true
49,21880,Echo CDP,UT,40.980259,-111.439246,60,0.818,0.0,57,S,,true
49,21990,Eden CDP,UT,41.30616,-111.803782,690,4.201,0.003,57,S,,true
49,22210,Elberta CDP,UT,39.95579,-111.956923,180,1.109,0.0,57,S,,true
49,22370,Elk Ridge,UT,40.00987,-111.677482,4687,2.824,0.0,25,A,,true
49,22540,Elmo,UT,39.387704,-110.815608,405,0.705,0.0,43,A,,true
49,22650,Elsinore,UT,38.68341,-112.148787,802,1.335,0.0,43,A,,true
49,22760,Elwood,UT,41.67321,-112.136645,1173,8.061,0.014,43,A,,true
49,22870,Emery,UT,38.92518,-111.252235,307,1.228,0.0,43,A,,true
49,22875,Emigration Canyon metroship,UT,40.788579,-111.741389,1466,18.219,0.0,35,A,,true
49,23200,Enoch,UT,37.76696,-113.04493,7374,7.843,0.0,25,A,,true
49,23310,Enterprise CDP,UT,41.106986,-111.730713,575,3.778,0.0,57,S,,true
49,23420,Enterprise,UT,37.571642,-113.743052,2027,8.735,0.0,25,A,,true
49,23530,Ephraim,UT,39.356175,-111.584541,5611,4.445,0.0,25,A,,true
49,23640,Erda CDP,UT,40.602797,-112.321374,3673,18.897,0.0,57,S,,true
49,23750,Escalante,UT,37.76488,-111.598396,786,3.301,0.0,25,A,,true
49,24080,Eureka,UT,39.95879,-112.114942,662,1.481,0.0,25,A,,true
49,24410,Fairfield,UT,40.235991,-112.075224,160,26.085,0.027,43,A,,true
49,24630,Fairview,UT,39.629962,-111.436851,1203,1.26,0.0,25,A,,true
49,24740,Farmington,UT,40.984669,-111.906306,24531,9.954,0.092,25,A,,true
49,24850,Farr West,UT,41.301536,-112.031788,7691,5.92,0.0,25,A,,true
49,25070,Fayette,UT,39.224637,-111.854191,245,0.395,0.0,43,A,,true
49,25180,Ferron,UT,39.091334,-111.133709,1474,2.331,0.0,25,A,,true
49,25290,Fielding,UT,41.812656,-112.11739,546,0.51,0.0,43,A,,true
49,25510,Fillmore,UT,38.964158,-112.338593,2592,6.967,0.0,25,A,,true
49,25910,Flaming Gorge CDP,UT,40.88915,-109.475931,72,2.281,0.008,57,S,,true
49,26610,Fort Duchesne CDP,UT,40.281802,-109.877241,546,7.133,0.657,57,S,,true
49,26720,Fountain Green,UT,39.628109,-111.641281,1197,1.251,0.0,25,A,,true
49,26940,Francis,UT,40.610161,-111.272884,1564,2.981,0.0,43,A,,true
49,27270,Fremont CDP,UT,38.455449,-111.614953,167,1.752,0.0,57,S,,true
49,27490,Fruit Heights,UT,41.02893,-111.904594,6101,2.288,0.009,25,A,,true
49,27902,Garden CDP,UT,41.874269,-111.41703,240,26.524,0.027,57,S,,true
49,27930,Garden City,UT,41.937088,-111.412156,602,8.778,0.0,43,A,,true
49,28150,Garland,UT,41.736198,-112.162688,2589,1.81,0.0,25,A,,true
49,28810,Genola,UT,40.011993,-111.847985,1548,13.759,0.43,43,A,,true
49,29360,Glendale,UT,37.334232,-112.603503,312,6.996,0.0,43,A,,true
49,29580,Glenwood,UT,38.762457,-111.987593,474,0.521,0.0,43,A,,true
49,30130,Goshen,UT,39.951114,-111.900826,978,0.826,0.0,43,A,,true
49,30900,Granite CDP,UT,40.575662,-111.791252,1076,1.088,0.0,57,S,,true
49,31120,Grantsville,UT,40.609942,-112.480187,12617,37.472,0.117,25,A,,true
49,31670,Green River,UT,38.99346,-110.173424,847,27.138,0.123,25,A,,true
49,32660,Gunnison,UT,39.156936,-111.813515,3509,4.788,0.0,25,A,,true
49,33002,Halchita CDP,UT,37.150558,-109.9037,273,17.113,0.008,57,S,,true
49,33027,Halls Crossing CDP,UT,37.465808,-110.66544,4,13.445,4.009,57,S,,true
49,33100,Hanksville,UT,38.371999,-110.713454,158,1.685,0.033,43,A,,true
49,33540,Harrisville,UT,41.285263,-111.985955,7036,2.984,0.0,25,A,,true
49,33760,Hatch,UT,37.64935,-112.434748,132,1.824,0.0,43,A,,true
49,34530,Helper,UT,39.68974,-110.859627,2112,1.807,0.0,25,A,,true
49,34640,Henefer,UT,41.013758,-111.493119,838,2.477,0.0,43,A,,true
49,34750,Henrieville,UT,37.56385,-112.001963,221,1.345,0.0,43,A,,true
49,34970,Herriman,UT,40.489901,-112.017028,55144,21.633,0.0,25,A,,true
49,35120,Hideout,UT,40.643904,-111.401396,922,3.484,0.578,43,A,,true
49,35190,Highland,UT,40.427549,-111.795695,19348,8.704,0.0,25,A,,true
49,35300,Hildale,UT,37.025434,-112.982544,1127,5.6,0.0,25,A,,true
49,35740,Hinckley,UT,39.333562,-112.673631,614,4.99,0.0,43,A,,true
49,35823,Hobble Creek CDP,UT,40.19172,-111.496707,169,2.142,0.0,57,S,,true
49,35960,Holden,UT,39.100301,-112.270493,438,0.535,0.0,43,A,,true
49,36070,Holladay,UT,40.660005,-111.8226,31965,8.501,0.0,25,A,,true
49,36290,Honeyville,UT,41.636127,-112.08567,1606,11.744,0.0,25,A,,true
49,36400,Hooper,UT,41.164496,-112.345424,9087,26.102,61.891,25,A,,true
49,36620,Howell,UT,41.778746,-112.448024,240,35.275,0.198,43,A,,true
49,36730,Hoytsville CDP,UT,40.875766,-111.384734,702,4.508,0.0,57,S,,true
49,36950,Huntington,UT,39.330116,-110.962809,1914,2.26,0.0,25,A,,true
49,37060,Huntsville,UT,41.259739,-111.773526,573,0.829,0.059,43,A,,true
49,37170,Hurricane,UT,37.148473,-113.358862,20036,52.756,0.875,25,A,,true
49,37390,Hyde Park,UT,41.800781,-111.81212,5234,4.406,0.0,25,A,,true
49,37500,Hyrum,UT,41.632797,-111.845514,9362,6.192,0.011,25,A,,true
49,37690,Independence,UT,40.410756,-111.29574,121,30.55,0.0,43,A,,true
49,37924,Interlaken,UT,40.541119,-111.475244,179,0.223,0.0,43,A,,true
49,38710,Ivins,UT,37.176805,-113.680804,8978,9.441,0.049,25,A,,true
49,39040,Jensen CDP,UT,40.369529,-109.355572,372,3.23,0.0,57,S,,true
49,39370,Joseph,UT,38.624849,-112.21982,288,0.869,0.0,43,A,,true
49,39590,Junction,UT,38.236148,-112.224615,212,13.192,0.457,43,A,,true
49,39810,Kamas,UT,40.649913,-111.272212,2092,3.685,0.0,25,A,,true
49,39920,Kanab,UT,37.034652,-112.529991,4683,14.436,0.035,25,A,,true
49,40030,Kanarraville,UT,37.537837,-113.180983,442,0.445,0.0,43,A,,true
49,40250,Kanosh,UT,38.801396,-112.437425,508,0.772,0.0,43,A,,true
49,40360,Kaysville,UT,41.029342,-111.945074,32945,10.502,0.044,25,A,,true
49,40470,Kearns metroship,UT,40.651949,-112.009399,36723,4.631,0.0,35,A,,true
49,41020,Kenilworth CDP,UT,39.680325,-110.814539,200,0.752,0.0,57,S,,true
49,41350,Kingston,UT,38.20658,-112.179225,135,5.4,0.0,43,A,,true
49,41680,Koosharem,UT,38.513406,-111.881887,244,0.833,0.0,43,A,,true
49,42230,Lake Shore CDP,UT,40.129442,-111.736181,802,6.859,0.0,57,S,,true
49,42560,Laketown,UT,41.829368,-111.332691,299,2.516,0.017,43,A,,true
49,42890,Lapoint CDP,UT,40.404217,-109.796978,170,0.657,0.0,57,S,,true
49,43110,La Sal CDP,UT,38.301147,-109.265651,348,47.564,0.127,57,S,,true
49,43440,La Verkin,UT,37.230872,-113.252291,4354,12.781,0.0,25,A,,true
49,43660,Layton,UT,41.077423,-111.960727,81773,22.496,0.156,25,A,,true
49,43880,Leamington,UT,39.531316,-112.285485,256,1.533,0.0,43,A,,true
49,44100,Leeds,UT,37.237185,-113.34707,864,6.295,0.0,43,A,,true
49,44650,Levan,UT,39.55614,-111.860612,862,0.81,0.0,43,A,,true
49,44760,Lewiston,UT,41.968452,-111.885815,1939,25.842,0.062,25,A,,true
49,44870,Liberty CDP,UT,41.342536,-111.86488,1522,5.85,0.0,57,S,,true
49,45090,Lindon,UT,40.341998,-111.717267,11397,8.35,0.186,25,A,,true
49,45530,Loa,UT,38.403769,-111.645139,516,0.95,0.0,43,A,,true
49,46410,Lyman,UT,38.396627,-111.589338,196,1.806,0.0,43,A,,true
49,46740,Lynndyl,UT,39.508488,-112.393306,111,3.12,0.0,43,A,,true
49,47180,Maeser CDP,UT,40.471838,-109.57862,4081,6.466,0.0,57,S,,true
49,47290,Magna metroship,UT,40.755643,-112.179237,29251,15.106,22.372,35,A,,true
49,47620,Manila,UT,40.992157,-109.721035,308,1.035,0.0,43,A,,true
49,47730,Manti,UT,39.266881,-111.635043,3429,3.155,0.0,25,A,,true
49,47840,Mantua,UT,41.497983,-111.935739,1090,4.907,0.788,43,A,,true
49,47950,Mapleton,UT,40.118762,-111.574239,11365,13.345,0.0,25,A,,true
49,48170,Marion CDP,UT,40.681022,-111.277319,676,4.79,0.0,57,S,,true
49,48300,Marriott-Slaterville,UT,41.261051,-112.036252,2135,7.214,0.161,25,A,,true
49,48610,Marysvale,UT,38.436649,-112.261968,356,17.979,0.013,43,A,,true
49,48720,Mayfield,UT,39.119311,-111.708042,556,0.9,0.0,43,A,,true
49,48830,Meadow,UT,38.886308,-112.407201,320,0.507,0.0,43,A,,true
49,49160,Mendon,UT,41.710209,-111.977644,1339,1.431,0.0,25,A,,true
49,49380,Mexican Hat CDP,UT,37.174258,-109.883578,21,8.213,0.31,57,S,,true
49,49710,Midvale,UT,40.614759,-111.892753,36028,5.914,0.0,25,A,,true
49,49820,Midway,UT,40.518289,-111.474524,6003,5.55,0.0,25,A,,true
49,50040,Milford,UT,38.394503,-113.012265,1431,2.141,0.0,25,A,,true
49,50150,Millcreek,UT,40.68925,-111.829312,63380,12.77,0.0,25,A,,true
49,50370,Millville,UT,41.685063,-111.821191,2326,2.506,0.0,25,A,,true
49,50590,Minersville,UT,38.248011,-112.978989,807,2.175,0.0,43,A,,true
49,50700,Moab,UT,38.570111,-109.547823,5366,4.796,0.0,25,A,,true
49,50810,Modena CDP,UT,37.794712,-113.92746,15,0.234,0.0,57,S,,true
49,51140,Mona,UT,39.811798,-111.841533,1750,2.648,0.03,25,A,,true
49,51360,Monroe,UT,38.62301,-112.119612,2515,3.571,0.0,25,A,,true
49,51470,Montezuma Creek CDP,UT,37.2515,-109.30371,284,11.953,0.439,57,S,,true
49,51580,Monticello,UT,37.868354,-109.338032,1824,3.664,0.0,25,A,,true
49,51910,Morgan,UT,41.041415,-111.680157,4071,2.966,0.0,25,A,,true
49,52130,Moroni,UT,39.527028,-111.583067,1544,1.065,0.0,25,A,,true
49,52460,Mountain Green CDP,UT,41.147673,-111.787635,4231,5.412,0.052,57,S,,true
49,53010,Mount Pleasant,UT,39.540727,-111.455891,3655,2.93,0.0,25,A,,true
49,53340,Myton,UT,40.193273,-110.062431,561,1.009,0.0,25,A,,true
49,53560,Naples,UT,40.43175,-109.491272,2280,6.601,0.0,25,A,,true
49,53890,Navajo Mountain CDP,UT,37.047029,-110.789935,450,33.362,0.0,57,S,,true
49,54110,Neola CDP,UT,40.434806,-110.03082,491,3.772,0.005,57,S,,true
49,54220,Nephi,UT,39.706911,-111.832586,6443,4.753,0.0,25,A,,true
49,54330,Newcastle CDP,UT,37.662854,-113.564366,330,3.978,0.0,57,S,,true
49,54440,New Harmony,UT,37.480263,-113.309566,236,0.613,0.0,43,A,,true
49,54550,Newton,UT,41.861127,-111.990743,789,0.858,0.0,43,A,,true
49,54660,Nibley,UT,41.672646,-111.846066,7328,4.39,0.0,25,A,,true
49,54990,North Logan,UT,41.775541,-111.806654,10986,7.132,0.008,25,A,,true
49,55100,North Ogden,UT,41.314613,-111.959686,20916,7.505,0.003,25,A,,true
49,55210,North Salt Lake,UT,40.847116,-111.91878,21907,8.466,0.045,25,A,,true
49,55430,Oak City,UT,39.37611,-112.339023,595,0.941,0.0,43,A,,true
49,55650,Oakley,UT,40.74055,-111.274054,1588,7.083,0.004,25,A,,true
49,55760,Oasis CDP,UT,39.292306,-112.628951,58,0.382,0.0,57,S,,true
49,56440,Oljato-Monument Valley CDP,UT,37.030747,-110.251094,682,29.035,0.0,57,S,,true
49,56750,Ophir CDP,UT,40.370055,-112.255963,24,0.128,0.0,57,S,,true
49,56860,Orangeville,UT,39.230859,-111.059228,1224,1.426,0.0,25,A,,true
49,57080,Orderville,UT,37.253958,-112.657397,598,8.717,0.0,43,A,,true
49,57630,Palmyra CDP,UT,40.134568,-111.692522,443,6.875,0.0,57,S,,true
49,57740,Panguitch,UT,37.823494,-112.434206,1725,3.084,0.0,25,A,,true
49,57850,Paradise,UT,41.56818,-111.833366,971,1.446,0.0,43,A,,true
49,57960,Paragonah,UT,37.885304,-112.770934,536,0.673,0.0,43,A,,true
49,58070,Park City,UT,40.652347,-111.501929,8396,20.421,0.003,25,A,,true
49,58510,Parowan,UT,37.832592,-112.829611,2996,6.893,0.0,25,A,,true
49,58730,Payson,UT,40.035882,-111.738805,21101,13.044,0.009,25,A,,true
49,59280,Peoa CDP,UT,40.732573,-111.329403,249,3.49,0.008,57,S,,true
49,59390,Perry,UT,41.464517,-112.040541,5555,7.999,0.002,25,A,,true
49,59555,Peter CDP,UT,41.777428,-112.000644,623,21.523,0.877,57,S,,true
49,60270,Pine Valley CDP,UT,37.390369,-113.506033,249,3.423,0.0,57,S,,true
49,60710,Plain City,UT,41.306699,-112.094297,7833,11.988,0.219,25,A,,true
49,60930,Pleasant Grove,UT,40.371541,-111.74116,37726,9.176,0.0,25,A,,true
49,61150,Pleasant View,UT,41.324898,-112.00104,11083,6.977,0.0,25,A,,true
49,61260,Plymouth,UT,41.873383,-112.145393,427,0.827,0.0,43,A,,true
49,61590,Portage,UT,41.975657,-112.240512,273,2.554,0.0,43,A,,true
49,62360,Providence,UT,41.70346,-111.81232,8218,3.9,0.0,25,A,,true
49,62910,Randlett CDP,UT,40.226748,-109.83081,184,5.223,0.0,57,S,,true
49,63020,Randolph,UT,41.665522,-111.184656,467,1.29,0.0,43,A,,true
49,63240,Redmond,UT,39.00526,-111.867242,762,0.939,0.021,43,A,,true
49,63570,Richfield,UT,38.761428,-112.093084,8201,5.931,0.0,25,A,,true
49,63680,Richmond,UT,41.923643,-111.807202,2914,3.456,0.001,25,A,,true
49,64010,Riverdale,UT,41.173174,-112.002352,9343,4.631,0.0,25,A,,true
49,64120,River Heights,UT,41.722091,-111.819185,2144,0.658,0.0,25,A,,true
49,64230,Riverside CDP,UT,41.810586,-112.140308,971,6.696,0.0,57,S,,true
49,64340,Riverton,UT,40.517657,-111.963579,45285,12.583,0.0,25,A,,true
49,64560,Rockville,UT,37.147746,-113.054815,226,8.473,0.0,43,A,,true
49,64590,Rocky Ridge,UT,39.919747,-111.825747,848,1.714,0.0,43,A,,true
49,64670,Roosevelt,UT,40.292395,-110.00929,6747,6.759,0.0,25,A,,true
49,65110,Roy,UT,41.17105,-112.048138,39306,8.135,0.001,25,A,,true
49,65240,Rush Valley,UT,40.361289,-112.450639,431,18.083,0.0,43,A,,true
49,65770,Salem,UT,40.053815,-111.672361,9298,10.504,0.022,25,A,,true
49,65880,Salina,UT,38.93877,-111.86517,2441,5.831,0.0,25,A,,true
49,67400,Samak CDP,UT,40.638908,-111.241306,93,2.468,0.0,57,S,,true
49,67440,Sandy,UT,40.571714,-111.84987,96904,24.151,0.011,25,A,,true
49,67660,Santa Clara,UT,37.131398,-113.656646,7553,6.12,0.006,25,A,,true
49,67770,Santaquin,UT,39.969893,-111.794431,13725,10.442,0.0,25,A,,true
49,67825,Saratoga Springs,UT,40.34467,-111.91477,37696,23.229,0.126,25,A,,true
49,67880,Scipio,UT,39.249107,-112.104444,353,1.041,0.0,43,A,,true
49,67990,Scofield,UT,39.719836,-111.162259,26,0.922,0.0,43,A,,true
49,68650,Sigurd,UT,38.86622,-111.963141,405,0.983,0.002,43,A,,true
49,69280,Silver Summit CDP,UT,40.748926,-111.513907,1694,11.238,0.0,57,S,,true
49,69640,Smithfield,UT,41.834951,-111.826546,13571,5.352,0.0,25,A,,true
49,69970,Snowville,UT,41.972822,-112.716407,163,1.553,0.0,43,A,,true
49,70190,Snyderville CDP,UT,40.704118,-111.543375,6744,10.867,0.0,57,S,,true
49,70850,South Jordan,UT,40.556905,-111.978584,77487,22.189,0.088,25,A,,true
49,70960,South Ogden,UT,41.17223,-111.957699,17488,3.899,0.0,25,A,,true
49,71070,South Salt Lake,UT,40.705647,-111.898621,26777,6.942,0.0,25,A,,true
49,71180,South Weber,UT,41.134197,-111.938759,7867,4.635,0.04,25,A,,true
49,71255,South Willard CDP,UT,41.358299,-112.040882,1840,5.829,0.0,57,S,,true
49,71290,Spanish Fork,UT,40.110041,-111.640486,42602,16.21,0.0,25,A,,true
49,71455,Spanish Valley CDP,UT,38.474263,-109.420972,529,14.201,0.0,57,S,,true
49,71730,Spring City,UT,39.479889,-111.491758,949,1.411,0.0,25,A,,true
49,71840,Springdale,UT,37.181582,-113.004848,514,4.617,0.0,43,A,,true
49,72060,Spring Glen CDP,UT,39.656065,-110.846114,1054,3.407,0.0,57,S,,true
49,72170,Spring Lake CDP,UT,40.008534,-111.750636,528,1.68,0.011,57,S,,true
49,72280,Springville,UT,40.164273,-111.619525,35268,14.379,0.049,25,A,,true
49,72720,Stansbury Park CDP,UT,40.640722,-112.299399,9851,2.325,0.189,57,S,,true
49,72940,Sterling,UT,39.19332,-111.690407,274,0.323,0.0,43,A,,true
49,73050,Stockton,UT,40.444127,-112.374418,621,1.683,0.008,43,A,,true
49,74040,Summit CDP,UT,37.805337,-112.933135,170,0.679,0.002,57,S,,true
49,74095,Summit Park CDP,UT,40.74233,-111.587222,8820,13.504,0.0,57,S,,true
49,74260,Sundance CDP,UT,40.392723,-111.590879,113,1.414,0.0,57,S,,true
49,74480,Sunset,UT,41.13806,-112.028388,5475,1.461,0.003,25,A,,true
49,74590,Sutherland CDP,UT,39.389581,-112.63994,147,2.171,0.0,57,S,,true
49,74810,Syracuse,UT,41.085847,-112.068738,32141,10.176,0.007,25,A,,true
49,74920,Tabiona,UT,40.354299,-110.709508,143,0.102,0.0,43,A,,true
49,75360,Taylorsville,UT,40.656948,-111.949324,60448,10.848,0.0,25,A,,true
49,75470,Teasdale CDP,UT,38.285097,-111.472367,140,4.012,0.0,57,S,,true
49,75800,Thatcher CDP,UT,41.681513,-112.320063,807,11.965,0.0,57,S,,true
49,76180,Thompson Springs CDP,UT,38.963575,-109.703719,34,3.186,0.0,57,S,,true
49,76280,Timber Lakes CDP,UT,40.474957,-111.255838,866,8.842,0.117,57,S,,true
49,76680,Tooele,UT,40.539396,-112.307843,35742,24.14,0.016,25,A,,true
49,76900,Toquerville,UT,37.26653,-113.295125,1870,22.195,0.0,25,A,,true
49,77010,Torrey,UT,38.307652,-111.426863,231,1.664,0.0,43,A,,true
49,77120,Tremonton,UT,41.718722,-112.189125,9894,8.018,0.0,25,A,,true
49,77230,Trenton,UT,41.913878,-111.935809,512,8.208,0.08,43,A,,true
49,77560,Tropic,UT,37.633054,-112.087959,486,7.914,0.022,43,A,,true
49,77697,Tselakai Dezza CDP,UT,37.210008,-109.609096,95,19.98,0.0,57,S,,true
49,77890,Uintah,UT,41.141357,-111.932385,1454,1.242,0.007,43,A,,true
49,80200,Vernon,UT,40.095588,-112.445776,256,8.062,0.0,43,A,,true
49,80310,Veyo CDP,UT,37.337502,-113.693028,586,2.066,0.0,57,S,,true
49,80420,Vineyard,UT,40.306294,-111.756253,12543,4.795,1.558,43,A,,true
49,80530,Virgin,UT,37.197896,-113.207087,670,12.715,0.0,43,A,,true
49,80860,Wales,UT,39.485179,-111.63607,338,0.397,0.0,43,A,,true
49,80970,Wallsburg,UT,40.386927,-111.419477,290,0.629,0.0,43,A,,true
49,81190,Wanship CDP,UT,40.816759,-111.415089,423,5.052,0.0,57,S,,true
49,81960,Washington,UT,37.130288,-113.487759,27993,34.79,0.0,25,A,,true
49,82070,Washington Terrace,UT,41.168269,-111.978224,9267,2.04,0.0,25,A,,true
49,82510,Wellington,UT,39.535855,-110.734373,1605,5.114,0.0,25,A,,true
49,82620,Wellsville,UT,41.623416,-111.942094,4060,7.269,0.014,25,A,,true
49,82730,Wendover,UT,40.724024,-114.025099,1115,8.927,0.0,25,A,,true
49,82840,West Bountiful,UT,40.901267,-111.908454,5917,3.305,0.012,25,A,,true
49,82930,West Haven,UT,41.209075,-112.053612,16739,10.636,0.004,25,A,,true
49,82950,West Jordan,UT,40.602451,-112.000756,116961,32.329,0.0,25,A,,true
49,83252,West Mountain CDP,UT,40.051816,-111.783353,1250,10.567,0.006,57,S,,true
49,83390,West Point,UT,41.121721,-112.098224,10963,7.114,0.028,25,A,,true
49,83470,West Valley City,UT,40.688493,-112.011759,140230,35.826,0.053,25,A,,true
49,83730,West Wood CDP,UT,39.605155,-110.842418,1066,1.065,0.0,57,S,,true
49,84050,White City metroship,UT,40.568742,-111.862641,5522,0.871,0.0,35,A,,true
49,84095,White Mesa CDP,UT,37.459621,-109.459963,178,15.648,0.0,57,S,,true
49,84160,Whiterocks CDP,UT,40.472147,-109.94122,221,2.354,0.0,57,S,,true
49,84710,Willard,UT,41.403104,-112.042499,1978,5.56,1.466,25,A,,true
49,84950,Wolf Creek CDP,UT,41.3253,-111.828756,1645,3.16,0.0,57,S,,true
49,85040,Woodland CDP,UT,40.583795,-111.235756,375,2.071,0.0,57,S,,true
49,85050,Woodland Hills,UT,40.013184,-111.655796,1521,2.533,0.0,25,A,,true
49,85260,Woodruff,UT,41.521182,-111.163877,169,0.722,0.0,43,A,,true
49,85370,Woods Cross,UT,40.87319,-111.917773,11410,3.827,0.009,25,A,,true
50,400,Albany village,VT,44.729932,-72.381758,166,1.542,0.01,47,A,,true
50,850,Alburgh village,VT,44.976728,-73.30257,571,0.638,0.0,47,A,,true
50,1035,Algiers CDP,VT,42.820005,-72.579559,186,0.65,0.0,57,S,,true
50,1375,Arlington CDP,VT,43.072883,-73.146076,1249,3.835,0.057,57,S,,true
50,1750,Ascutney CDP,VT,43.408312,-72.405702,529,1.688,0.005,57,S,,true
50,2425,Bakersfield CDP,VT,44.782021,-72.803277,347,1.04,0.0,57,S,,true
50,2800,Barnet CDP,VT,44.295484,-72.04983,127,0.625,0.019,57,S,,true
50,3475,Barton village,VT,44.747972,-72.178552,690,1.131,0.013,47,A,,true
50,4150,Beecher Falls CDP,VT,45.009587,-71.487927,139,1.267,0.047,57,S,,true
50,4225,Bellows Falls village,VT,43.134485,-72.459068,2747,1.369,0.018,47,A,,true
50,5125,Benson CDP,VT,43.710062,-73.302971,269,3.874,0.063,57,S,,true
50,5725,Bethel CDP,VT,43.829743,-72.634452,670,1.907,0.078,57,S,,true
50,6475,Bolton CDP,VT,44.374215,-72.88601,23,0.068,0.0,57,S,,true
50,6700,Bolton Valley CDP,VT,44.416642,-72.857466,295,0.436,0.0,57,S,,true
50,7225,Bradford CDP,VT,43.995926,-72.124464,907,0.954,0.043,57,S,,true
50,7675,Brandon CDP,VT,43.810474,-73.09028,1727,2.83,0.004,57,S,,true
50,8950,Bristol CDP,VT,44.137309,-73.086917,1936,2.128,0.027,57,S,,true
50,11050,Cabot CDP,VT,44.406577,-72.316232,235,1.149,0.0,57,S,,true
50,11425,Cambridge village,VT,44.637307,-72.881406,210,1.237,0.024,47,A,,true
50,11725,Canaan CDP,VT,45.006738,-71.527141,393,1.57,0.038,57,S,,true
50,11875,Castleton CDP,VT,43.60157,-73.18987,1337,1.272,0.006,57,S,,true
50,12062,Castleton Four Corners CDP,VT,43.611965,-73.210573,699,2.047,0.013,57,S,,true
50,12175,Cavendish CDP,VT,43.384611,-72.611516,246,0.831,0.052,57,S,,true
50,13450,Chelsea CDP,VT,43.991743,-72.451214,342,0.89,0.001,57,S,,true
50,13600,Chester CDP,VT,43.269192,-72.596291,1132,1.602,0.038,57,S,,true
50,13860,Chimney Hill CDP,VT,42.884428,-72.900891,263,2.072,0.001,57,S,,true
50,14275,Chittenden CDP,VT,43.703891,-72.949348,136,0.453,0.0,57,S,,true
50,15175,Concord CDP,VT,44.435598,-71.886404,213,1.099,0.028,57,S,,true
50,16075,Coventry CDP,VT,44.864935,-72.270044,111,0.264,0.011,57,S,,true
50,16750,Danby CDP,VT,43.343667,-72.99463,200,0.715,0.0,57,S,,true
50,17050,Danville CDP,VT,44.410261,-72.141614,385,1.025,0.001,57,S,,true
50,17425,Derby Center village,VT,44.954564,-72.136208,635,1.393,0.009,47,A,,true
50,17500,Derby Line village,VT,44.998695,-72.107263,687,0.726,0.002,47,A,,true
50,17650,Dorset CDP,VT,43.26046,-73.108367,360,2.082,0.019,57,S,,true
50,19075,East Barre CDP,VT,44.14834,-72.449497,811,2.645,0.014,57,S,,true
50,19600,East Burke CDP,VT,44.587657,-71.940967,94,0.528,0.012,57,S,,true
50,19975,East Charlotte CDP,VT,44.318368,-73.190865,169,0.425,0.0,57,S,,true
