STFIP,COFIP,NAME,ST,LON,LAT,POP,ALAND,AWATER,CBSA
26,135,Oscoda,MI,-84.14837,44.701471,8219,565.674,5.844,
26,137,Otsego,MI,-84.666769,45.006949,25091,515.006,11.216,
26,141,Presque Isle,MI,-83.868249,45.356976,12982,658.717,1914.035,
26,143,Roscommon,MI,-84.650133,44.364342,23459,519.897,60.125,
26,151,Sanilac,MI,-82.782963,43.365189,40611,962.571,627.369,
26,153,Schoolcraft,MI,-86.226826,46.006087,8047,1171.876,712.054,
26,157,Tuscola,MI,-83.433939,43.429916,53323,804.851,109.06,
26,159,Van Buren,MI,-86.001338,42.260186,75587,607.793,482.11,
27,1,Aitkin,MN,-93.52998,46.570797,15697,1821.773,173.503,
27,11,Big Stone,MN,-96.446286,45.395362,5166,499.165,28.941,
27,23,Chippewa,MN,-95.618298,44.961846,12598,581.23,6.656,
27,29,Clearwater,MN,-95.388788,47.559971,8524,998.826,30.968,
27,31,Cook,MN,-90.339448,47.790102,5600,1452.567,1887.238,
27,33,Cottonwood,MN,-95.120928,43.938574,11517,639.973,8.591,
27,43,Faribault,MN,-93.954993,43.682751,13921,712.479,9.425,
27,51,Grant,MN,-95.931474,45.948536,6074,547.8,27.686,
27,57,Hubbard,MN,-94.933356,47.058441,21344,926.007,73.485,
27,63,Jackson,MN,-95.109576,43.66536,9989,702.972,16.263,
27,65,Kanabec,MN,-93.297994,45.885216,16032,521.61,12.067,
27,69,Kittson,MN,-96.77663,48.729252,4207,1099.0,4.795,
27,71,Koochiching,MN,-93.489801,48.510977,12062,3104.607,51.249,
27,73,Lac qui Parle,MN,-96.130868,44.982404,6719,765.021,12.992,
27,75,Lake,MN,-91.560751,47.186485,10905,2109.105,881.824,
27,77,Lake of the Woods,MN,-94.744612,48.769541,3763,1297.842,481.986,
27,81,Lincoln,MN,-96.252306,44.373948,5640,536.784,11.648,
27,87,Mahnomen,MN,-95.837513,47.300158,5411,557.867,25.039,
27,89,Marshall,MN,-96.530084,48.306927,9040,1775.063,37.843,
27,93,Meeker,MN,-94.481246,45.136287,23400,607.969,36.649,
27,97,Morrison,MN,-94.329081,45.984633,34010,1125.094,28.292,
27,101,Murray,MN,-95.740801,43.982392,8179,704.667,14.839,
27,107,Norman,MN,-96.484363,47.308519,6441,872.789,3.941,
27,113,Pennington,MN,-96.147968,48.102851,13992,616.579,1.671,
27,115,Pine,MN,-92.894181,46.030418,28876,1411.337,23.271,
27,117,Pipestone,MN,-96.268335,43.980739,9424,465.053,0.906,
27,121,Pope,MN,-95.439435,45.630228,11308,669.536,47.575,
27,125,Red Lake,MN,-96.132058,47.875652,3935,432.407,0.088,
27,127,Redwood,MN,-95.189914,44.440045,15425,878.573,3.174,
27,129,Renville,MN,-94.942285,44.721227,14723,982.905,4.19,
27,135,Roseau,MN,-95.646717,48.82443,15331,1671.718,6.53,
27,143,Sibley,MN,-94.165538,44.58252,14836,588.834,11.714,
27,149,Stevens,MN,-95.921798,45.577955,9671,563.58,11.707,
27,151,Swift,MN,-95.637582,45.272889,9838,741.986,10.13,
27,153,Todd,MN,-94.889142,46.065805,25262,945.098,34.416,
27,155,Traverse,MN,-96.547312,45.751962,3360,573.872,11.979,
27,159,Wadena,MN,-95.044753,46.52738,14065,536.347,6.954,
27,161,Waseca,MN,-93.551329,44.062525,18968,423.363,9.612,
27,165,Watonwan,MN,-94.58359,43.992768,11253,434.947,4.783,
27,173,Yellow Medicine,MN,-95.830115,44.737396,9528,759.101,4.127,
28,5,Amite,MS,-90.807611,31.187109,12720,730.1,1.497,
28,7,Attala,MS,-89.589172,33.065276,17889,734.957,1.709,
28,13,Calhoun,MS,-89.309537,33.930069,13266,586.573,1.386,
28,17,Chickasaw,MS,-88.93891,33.93085,17106,501.782,2.464,
28,19,Choctaw,MS,-89.234179,33.339222,8246,418.197,1.659,
28,21,Claiborne,MS,-90.950731,31.931505,9135,487.415,13.788,
28,25,Clay,MS,-88.693,33.624883,18636,410.072,5.937,
28,31,Covington,MS,-89.546964,31.634654,18340,413.819,1.112,
28,37,Franklin,MS,-90.866734,31.471678,7675,563.964,2.8,
28,39,George,MS,-88.590917,30.868417,24350,478.696,4.957,
28,41,Greene,MS,-88.629422,31.195402,13530,712.738,5.958,
28,53,Humphreys,MS,-90.518897,33.164116,7785,418.514,12.719,
28,55,Issaquena,MS,-91.018573,32.889296,1338,412.98,28.442,
28,65,Jefferson Davis,MS,-89.816038,31.575445,11321,408.446,0.692,
28,69,Kemper,MS,-88.672958,32.763776,8988,766.182,0.843,
28,77,Lawrence,MS,-90.110558,31.553787,12016,430.602,5.092,
28,79,Leake,MS,-89.510973,32.733654,21275,582.897,2.462,
28,91,Marion,MS,-89.830527,31.245825,24441,542.385,6.236,
28,95,Monroe,MS,-88.499061,33.926461,34180,765.092,7.004,
28,99,Neshoba,MS,-89.120008,32.755039,29087,570.134,1.479,
28,101,Newton,MS,-89.129364,32.415269,21291,577.77,1.747,
28,107,Panola,MS,-89.934868,34.345346,33208,685.175,19.956,
28,115,Pontotoc,MS,-89.015136,34.253564,31184,497.813,3.208,
28,119,Quitman,MS,-90.26323,34.267733,6176,405.012,1.419,
28,125,Sharkey,MS,-90.862626,32.921684,3800,431.72,3.4,
28,129,Smith,MS,-89.504515,31.970107,14209,636.268,1.004,
28,133,Sunflower,MS,-90.584134,33.593307,25971,697.759,9.169,
28,135,Tallahatchie,MS,-90.182077,33.984159,12715,645.223,6.919,
28,139,Tippah,MS,-88.924324,34.765765,21815,457.822,2.132,
28,141,Tishomingo,MS,-88.228294,34.730586,18850,424.297,20.222,
28,145,Union,MS,-89.010519,34.483103,27777,415.607,1.301,
28,153,Wayne,MS,-88.662531,31.650518,19779,810.716,2.801,
28,157,Wilkinson,MS,-91.245215,31.123212,8587,678.106,9.66,
28,159,Winston,MS,-89.042025,33.084971,17714,607.251,2.835,
29,5,Atchison,MO,-95.436109,40.420914,5305,547.285,2.841,
29,9,Barry,MO,-93.865725,36.737459,34534,778.122,12.708,
29,11,Barton,MO,-94.305362,37.495949,11637,592.03,4.692,
29,15,Benton,MO,-93.310017,38.301006,19394,704.033,48.497,
29,29,Camden,MO,-92.746042,38.073064,42745,656.036,52.628,
29,33,Carroll,MO,-93.496539,39.408302,8495,694.622,6.77,
29,35,Carter,MO,-90.885719,36.947475,5202,507.359,1.662,
29,39,Cedar,MO,-93.895266,37.765491,14188,474.47,24.185,
29,41,Chariton,MO,-92.931479,39.486142,7408,751.178,15.58,
29,45,Clark,MO,-91.708614,40.412112,6634,504.606,7.219,
29,55,Crawford,MO,-91.321648,38.061879,23056,742.477,1.277,
29,57,Dade,MO,-93.824927,37.415382,7569,490.01,16.244,
29,61,Daviess,MO,-93.980672,39.938229,8430,563.282,5.763,
29,65,Dent,MO,-91.545105,37.631372,14421,752.761,1.745,
29,67,Douglas,MO,-92.603414,36.940662,11578,813.623,0.973,
29,73,Gasconade,MO,-91.490137,38.446364,14794,519.005,6.953,
29,75,Gentry,MO,-94.432825,40.203737,6162,491.422,0.294,
29,79,Grundy,MO,-93.59577,40.093264,9808,435.293,2.748,
29,81,Harrison,MO,-94.001268,40.315594,8157,722.517,3.888,
29,83,Henry,MO,-93.73769,38.394287,21946,696.936,35.389,
29,85,Hickory,MO,-93.329051,37.91105,8279,398.808,12.917,
29,87,Holt,MO,-95.185877,40.084331,4223,462.693,7.66,
29,93,Iron,MO,-90.713802,37.578019,9537,550.263,1.802,
29,103,Knox,MO,-92.154081,40.155205,3744,504.009,2.821,
29,109,Lawrence,MO,-93.799734,37.034976,38001,611.738,1.64,
29,115,Linn,MO,-93.066695,39.797177,11874,615.588,5.788,
29,117,Livingston,MO,-93.553067,39.79808,14557,532.303,6.25,
29,119,McDonald,MO,-94.399016,36.615343,23303,539.445,0.201,
29,121,Macon,MO,-92.50812,39.796483,15209,801.208,11.163,
29,123,Madison,MO,-90.299752,37.539522,12626,494.386,3.213,
29,125,Maries,MO,-91.878849,38.170013,8432,526.981,2.947,
29,129,Mercer,MO,-93.579508,40.415018,3538,453.835,1.275,
29,131,Miller,MO,-92.50897,38.246362,24722,592.572,7.421,
29,137,Monroe,MO,-91.966322,39.524752,8666,647.63,22.536,
29,139,Montgomery,MO,-91.467436,38.948967,11322,535.047,5.444,
29,141,Morgan,MO,-92.85098,38.383773,21006,597.635,16.377,
29,143,New Madrid,MO,-89.651942,36.612845,16434,674.884,21.713,
29,149,Oregon,MO,-91.47387,36.614979,8635,789.844,1.748,
29,153,Ozark,MO,-92.421851,36.623314,8553,745.005,10.273,
29,155,Pemiscot,MO,-89.744692,36.179974,15661,492.605,20.817,
29,157,Perry,MO,-89.85786,37.713861,18956,474.355,9.805,
29,163,Pike,MO,-91.160041,39.362999,17587,670.439,14.277,
29,171,Putnam,MO,-92.984514,40.483035,4681,517.317,2.294,
29,179,Reynolds,MO,-90.970144,37.329,6096,808.477,5.936,
29,181,Ripley,MO,-90.790679,36.626945,10679,629.516,2.106,
29,185,St. Clair,MO,-93.763876,38.057169,9284,674.981,27.08,
29,186,Ste. Genevieve,MO,-90.165655,37.94083,18479,499.153,7.622,
29,199,Scotland,MO,-92.151796,40.44806,4716,436.507,2.787,
29,203,Shannon,MO,-91.432915,37.068998,7031,1003.82,0.179,
29,205,Shelby,MO,-92.07725,39.761716,6103,500.863,1.454,
29,207,Stoddard,MO,-89.970872,36.847864,28672,823.142,5.802,
29,209,Stone,MO,-93.437769,36.723445,31076,463.826,46.79,
29,211,Sullivan,MO,-93.101593,40.21493,5999,647.982,3.522,
29,215,Texas,MO,-91.966146,37.330114,24487,1177.267,1.958,
29,217,Vernon,MO,-94.33739,37.836794,19707,826.391,10.433,
29,221,Washington,MO,-90.785794,37.953782,23514,759.866,2.622,
29,223,Wayne,MO,-90.523545,37.109113,10974,759.186,14.879,
29,227,Worth,MO,-94.437082,40.481643,1973,266.629,0.191,
29,229,Wright,MO,-92.433272,37.193283,18188,681.775,1.361,
30,1,Beaverhead,MT,-112.693549,45.225028,9371,5542.687,30.249,
30,3,Big Horn,MT,-107.499673,45.568552,13124,4997.815,18.299,
30,5,Blaine,MT,-108.871588,48.432419,7044,4227.517,11.228,
30,11,Carter,MT,-104.525341,45.687353,1415,3340.477,7.53,
30,15,Chouteau,MT,-110.386252,47.962552,5895,3972.52,24.175,
30,17,Custer,MT,-105.814642,46.401678,11867,3783.309,9.889,
30,19,Daniels,MT,-105.431739,48.783637,1661,1426.27,0.394,
30,21,Dawson,MT,-104.748806,47.137216,8940,2371.926,11.538,
30,23,Deer Lodge,MT,-112.955566,46.135851,9421,736.683,4.71,
30,25,Fallon,MT,-104.316077,46.360506,3049,1620.595,2.284,
30,27,Fergus,MT,-109.4146,47.092022,11446,4339.329,10.695,
30,33,Garfield,MT,-106.946674,47.309975,1173,4676.56,172.535,
30,35,Glacier,MT,-112.803122,48.601084,13778,2995.098,40.858,
30,37,Golden Valley,MT,-109.120778,46.297881,823,1174.423,1.012,
30,39,Granite,MT,-113.319927,46.445392,3309,1727.162,5.616,
30,41,Hill,MT,-109.767061,48.511678,16309,2899.401,17.06,
30,45,Judith Basin,MT,-110.171269,47.094038,2023,1869.687,0.798,
30,47,Lake,MT,-114.123168,47.608393,31134,1490.467,163.532,
30,51,Liberty,MT,-110.985198,48.538044,1959,1429.988,17.147,
30,53,Lincoln,MT,-115.42649,48.553306,19677,3612.559,62.377,
30,55,McCone,MT,-105.638886,47.569721,1729,2642.225,39.778,
30,57,Madison,MT,-111.922649,45.419014,8623,3588.156,15.386,
30,59,Meagher,MT,-110.881517,46.529828,1927,2391.868,2.886,
30,65,Musselshell,MT,-108.483111,46.420108,4730,1868.958,2.749,
30,67,Park,MT,-110.596931,45.604896,17191,2802.479,10.758,
30,69,Petroleum,MT,-108.317862,47.012154,496,1655.625,18.891,
30,71,Phillips,MT,-107.86655,48.367246,4217,5140.422,71.619,
30,73,Pondera,MT,-112.157767,48.211424,5898,1624.567,16.981,
30,75,Powder River,MT,-105.544609,45.438494,1694,3298.196,0.605,
30,77,Powell,MT,-112.757979,46.450646,6946,2326.042,6.273,
30,79,Prairie,MT,-105.276222,46.809714,1088,1736.603,5.827,
30,81,Ravalli,MT,-114.111357,46.358548,44174,2390.998,9.347,
30,83,Richland,MT,-104.204227,47.72072,11491,2084.556,18.92,
30,85,Roosevelt,MT,-105.212553,48.134392,10794,2354.602,14.897,
30,87,Rosebud,MT,-106.612238,45.902894,8329,5008.135,17.079,
30,89,Sanders,MT,-115.175789,47.635009,12400,2760.401,29.496,
30,91,Sheridan,MT,-104.49367,48.734101,3539,1676.941,29.001,
30,97,Sweet Grass,MT,-109.91651,45.829391,3678,1855.536,6.74,
30,99,Teton,MT,-112.039341,47.762524,6226,2271.616,20.319,
30,101,Toole,MT,-111.850473,48.578065,4971,1914.864,30.126,
30,103,Treasure,MT,-107.247111,46.247085,762,977.801,6.622,
30,105,Valley,MT,-106.541586,48.236249,7578,4926.114,135.67,
30,107,Wheatland,MT,-109.845461,46.454552,2069,1422.481,5.024,
30,109,Wibaux,MT,-104.191241,46.969955,937,889.571,0.678,
31,3,Antelope,NE,-98.057377,42.147054,6295,857.157,1.435,
31,5,Arthur,NE,-101.678874,41.569368,434,715.152,2.952,
31,9,Blaine,NE,-100.013369,41.906138,431,710.691,3.646,
31,11,Boone,NE,-98.014023,41.677314,5379,686.543,0.674,
31,13,Box Butte,NE,-102.905215,42.136678,10842,1075.364,2.544,
31,15,Boyd,NE,-98.74483,42.893569,1810,539.935,4.592,
31,17,Brown,NE,-99.849627,42.543087,2903,1221.356,3.789,
31,21,Burt,NE,-96.347791,41.845218,6722,491.586,5.477,
31,23,Butler,NE,-97.141745,41.247435,8369,584.893,5.918,
31,27,Cedar,NE,-97.250958,42.576739,8380,740.244,5.603,
31,29,Chase,NE,-101.625629,40.501955,3893,894.419,3.08,
31,31,Cherry,NE,-100.749694,42.788407,5455,5960.222,49.21,
31,33,Cheyenne,NE,-102.982567,41.164852,9468,1196.008,0.113,
31,39,Cuming,NE,-96.758441,41.896856,9013,570.522,4.128,
31,41,Custer,NE,-99.673936,41.400577,10545,2575.594,0.36,
31,45,Dawes,NE,-103.066332,42.786274,8199,1396.391,4.585,
31,49,Deuel,NE,-102.33652,41.090929,1838,439.851,0.861,
31,51,Dixon,NE,-96.826061,42.436803,5606,476.11,6.607,
31,57,Dundy,NE,-101.59927,40.089487,1654,919.678,1.176,
31,59,Fillmore,NE,-97.580053,40.541248,5551,575.371,1.154,
31,61,Franklin,NE,-98.95454,40.185987,2889,575.816,0.188,
31,63,Frontier,NE,-100.398828,40.609996,2519,974.631,5.448,
31,65,Furnas,NE,-99.934116,40.250813,4636,719.132,1.512,
31,69,Garden,NE,-102.323863,41.429505,1874,1705.365,25.503,
31,71,Garfield,NE,-99.104124,41.803658,1813,569.33,2.055,
31,75,Grant,NE,-101.734576,41.969597,611,776.985,6.371,
31,77,Greeley,NE,-98.49942,41.555312,2188,569.811,0.845,
31,81,Hamilton,NE,-98.023002,40.879505,9429,542.11,2.63,
31,83,Harlan,NE,-99.406335,40.145347,3073,553.466,20.595,
31,85,Hayes,NE,-101.049757,40.500842,856,713.062,0.22,
31,87,Hitchcock,NE,-101.004675,40.21095,2616,709.943,8.534,
31,89,Holt,NE,-98.743792,42.460461,10127,2412.397,5.098,
31,91,Hooker,NE,-101.050551,42.010663,711,721.16,0.341,
31,95,Jefferson,NE,-97.141688,40.164225,7240,570.178,5.488,
31,97,Johnson,NE,-96.227732,40.401098,5290,376.075,0.658,
31,101,Keith,NE,-101.6998,41.141819,8335,1061.744,48.12,
31,103,Keya Paha,NE,-99.717406,42.868932,769,773.076,0.847,
31,105,Kimball,NE,-103.66158,41.231296,3434,951.942,0.559,
31,107,Knox,NE,-97.782589,42.62421,8391,1108.443,31.279,
31,115,Loup,NE,-99.416371,41.832646,607,563.521,7.554,
31,117,McPherson,NE,-101.004858,41.560427,399,859.255,1.035,
31,123,Morrill,NE,-103.162925,41.708586,4555,1424.017,6.041,
31,125,Nance,NE,-97.896242,41.404591,3380,441.598,6.633,
31,127,Nemaha,NE,-95.839188,40.401975,7074,407.377,2.228,
31,129,Nuckolls,NE,-98.0618,40.114628,4095,575.155,0.664,
31,131,Otoe,NE,-96.03688,40.670824,15912,615.664,3.355,
31,133,Pawnee,NE,-96.177346,40.133204,2544,431.075,1.874,
31,135,Perkins,NE,-101.675458,40.844891,2858,883.313,1.097,
31,137,Phelps,NE,-99.40454,40.466361,8968,539.79,0.636,
31,143,Polk,NE,-97.55672,41.173605,5214,438.671,1.971,
31,145,Red Willow,NE,-100.592097,40.206742,10702,717.006,1.0,
31,147,Richardson,NE,-95.669705,40.099879,7871,551.841,2.733,
31,149,Rock,NE,-99.499863,42.536738,1262,1008.293,3.401,
31,151,Saline,NE,-97.016896,40.579217,14292,574.061,2.248,
31,161,Sheridan,NE,-102.404074,42.704794,5127,2440.885,28.851,
31,163,Sherman,NE,-98.968633,41.228647,2959,565.853,5.791,
31,165,Sioux,NE,-103.833171,42.408762,1135,2066.722,0.643,
31,169,Thayer,NE,-97.628078,40.178256,5034,573.807,1.168,
31,171,Thomas,NE,-100.565595,41.967138,669,712.577,0.783,
31,173,Thurston,NE,-96.522459,42.161934,6773,393.584,2.494,
31,175,Valley,NE,-98.948914,41.573672,4059,568.112,2.346,
31,179,Wayne,NE,-97.056303,42.223628,9697,442.916,0.419,
31,183,Wheeler,NE,-98.545473,41.885209,774,575.183,0.409,
31,185,York,NE,-97.605023,40.863485,14125,572.51,3.319,
32,9,Esmeralda,NV,-117.670635,37.704407,729,3581.889,7.163,
32,15,Lander,NV,-116.949528,40.49846,5734,5519.247,0.256,
32,17,Lincoln,NV,-114.626444,37.710093,4499,10633.386,3.785,
32,21,Mineral,NV,-118.643399,38.601613,4554,3751.283,60.18,
32,27,Pershing,NV,-118.294224,40.334654,6650,6036.589,30.863,
32,33,White Pine,NV,-114.875458,39.278317,9080,8886.665,9.045,
33,3,Carroll,NH,-71.170079,43.810093,50107,931.864,61.63,
33,7,Coos,NH,-71.3636,44.544534,31268,1794.573,35.733,
35,3,Catron,NM,-108.531494,33.958709,3579,6924.187,5.48,
35,6,Cibola,NM,-107.818849,35.107009,27172,4539.984,2.145,
35,7,Colfax,NM,-104.656615,36.698075,12387,3757.976,10.153,
35,11,De Baca,NM,-104.247994,34.460693,1698,2323.107,11.232,
35,19,Guadalupe,NM,-104.764455,34.932588,4452,3029.772,1.115,
35,21,Harding,NM,-103.978557,35.853043,657,2125.478,0.449,
35,23,Hidalgo,NM,-108.771223,32.286524,4178,3438.534,9.105,
35,37,Quay,NM,-103.662364,35.178327,8746,2873.955,7.164,
35,51,Sierra,NM,-107.281723,33.106952,11576,4181.208,57.006,
35,53,Socorro,NM,-106.960356,34.154884,16595,6646.387,1.87,
35,59,Union,NM,-103.265891,36.468186,4079,3825.05,5.984,
36,3,Allegany,NY,-78.020786,42.228676,46456,1029.435,5.015,
36,17,Chenango,NY,-75.568857,42.480979,47220,893.593,5.037,
36,25,Delaware,NY,-74.996335,42.248721,44308,1442.596,24.774,
36,31,Essex,NY,-73.676357,44.168428,37381,1794.122,122.144,
36,33,Franklin,NY,-74.351416,44.717734,47555,1629.296,68.194,
36,39,Greene,NY,-73.978824,42.298257,47931,647.161,10.888,
36,41,Hamilton,NY,-74.385492,43.612735,5107,1717.378,90.427,
36,49,Lewis,NY,-75.449227,43.788692,26582,1274.642,15.295,
36,97,Schuyler,NY,-76.869139,42.389251,17898,328.343,13.995,
36,121,Wyoming,NY,-78.209554,42.722711,40531,592.752,3.536,
36,123,Yates,NY,-77.078135,42.634707,24774,338.139,37.64,
37,5,Alleghany,NC,-81.10603,36.497597,10888,234.835,1.424,
37,9,Ashe,NC,-81.487979,36.41363,26577,426.264,3.113,
37,11,Avery,NC,-81.939525,36.07601,17806,247.338,0.172,
37,15,Bertie,NC,-76.962721,36.081687,17934,699.176,42.132,
37,17,Bladen,NC,-78.643311,34.60917,29606,875.032,12.75,
37,33,Caswell,NC,-79.361345,36.399939,22736,425.367,3.337,
37,39,Cherokee,NC,-84.022596,35.101433,28774,455.541,11.125,
37,41,Chowan,NC,-76.626616,36.117035,13708,172.657,60.991,
37,43,Clay,NC,-83.805739,35.036306,11089,214.983,5.798,
37,47,Columbus,NC,-78.706901,34.280555,50623,938.121,16.877,
37,61,Duplin,NC,-77.940295,34.92845,48715,814.72,5.497,
37,75,Graham,NC,-83.787137,35.332126,8030,291.966,9.675,
37,77,Granville,NC,-78.649713,36.216579,60992,531.991,5.6,
37,79,Greene,NC,-77.665166,35.466704,20451,266.734,0.475,
37,91,Hertford,NC,-77.011325,36.352235,21552,353.164,7.235,
37,95,Hyde,NC,-76.205134,35.430458,4589,612.345,846.695,
37,99,Jackson,NC,-83.199035,35.332904,43109,491.107,3.766,
37,113,Macon,NC,-83.377321,35.156852,37014,515.579,4.094,
37,117,Martin,NC,-77.097262,35.830325,22031,456.412,0.288,
37,121,Mitchell,NC,-82.113979,35.960065,14903,221.251,0.63,
37,123,Montgomery,NC,-79.892912,35.340612,25751,491.537,9.995,
37,143,Perquimans,NC,-76.422879,36.180608,13005,247.173,81.759,
37,149,Polk,NC,-82.17688,35.258428,19328,237.687,0.758,
37,163,Sampson,NC,-78.397561,35.036714,59036,945.93,1.901,
37,173,Swain,NC,-83.411997,35.437811,14117,527.728,12.516,
37,177,Tyrrell,NC,-76.242529,35.895302,3245,390.777,206.399,
37,185,Warren,NC,-78.134476,36.4113,18642,429.391,14.91,
37,187,Washington,NC,-76.651708,35.863224,11003,346.51,75.399,
37,199,Yancey,NC,-82.294631,35.910934,18470,312.592,0.589,
38,1,Adams,ND,-102.621818,46.035876,2200,987.547,1.118,
38,3,Barnes,ND,-98.030382,46.926891,10853,1491.558,21.846,
38,5,Benson,ND,-99.148961,48.022233,5964,1388.555,50.841,
38,9,Bottineau,ND,-100.635057,48.818996,6379,1668.858,28.838,
38,11,Bowman,ND,-103.389737,46.17101,2993,1161.809,5.245,
38,13,Burke,ND,-102.539257,48.760535,2201,1103.619,25.38,
38,19,Cavalier,ND,-98.408736,48.756287,3704,1489.125,20.71,
38,21,Dickey,ND,-98.316828,46.090319,4999,1131.493,10.664,
38,23,Divide,ND,-103.340573,48.873168,2195,1261.13,33.466,
38,27,Eddy,ND,-99.056923,47.705809,2347,630.239,13.905,
38,29,Emmons,ND,-100.221494,46.26697,3301,1510.003,45.309,
38,31,Foster,ND,-99.032312,47.460553,3397,634.08,12.782,
38,33,Golden Valley,ND,-103.959283,46.891037,1736,1000.885,1.602,
38,37,Grant,ND,-101.709905,46.39358,2301,1659.233,6.781,
38,39,Griggs,ND,-98.184378,47.45152,2306,708.685,7.895,
38,41,Hettinger,ND,-102.563748,46.452752,2489,1132.239,1.548,
38,43,Kidder,ND,-99.803211,46.913782,2394,1351.062,81.752,
38,45,LaMoure,ND,-98.531088,46.405038,4093,1146.005,4.952,
38,47,Logan,ND,-99.553732,46.497157,1876,992.599,18.421,
38,51,McIntosh,ND,-99.492968,46.146072,2530,974.563,19.998,
38,53,McKenzie,ND,-103.249949,47.815379,14704,2760.134,100.433,
38,55,McLean,ND,-101.227016,47.524037,9771,2110.259,217.701,
38,57,Mercer,ND,-101.712049,47.300979,8350,1042.781,69.816,
38,61,Mountrail,ND,-102.385064,48.134813,9809,1825.163,116.256,
38,63,Nelson,ND,-98.211495,47.914125,3015,981.815,27.056,
38,67,Pembina,ND,-97.583136,48.786353,6844,1118.535,2.706,
38,69,Pierce,ND,-99.985438,48.327982,3990,1018.285,64.181,
38,71,Ramsey,ND,-98.834617,48.129972,11605,1185.367,115.639,
38,73,Ransom,ND,-97.654107,46.473332,5703,862.472,1.383,
38,79,Rolette,ND,-99.815657,48.837585,12187,903.042,36.457,
38,81,Sargent,ND,-97.587859,46.166223,3862,858.483,8.391,
38,83,Sheridan,ND,-100.333635,47.581765,1265,972.226,33.282,
38,85,Sioux,ND,-100.727458,46.166774,3898,1094.052,34.151,
38,87,Slope,ND,-103.416249,46.418394,706,1215.264,4.24,
38,91,Steele,ND,-97.75048,47.459852,1798,712.143,3.257,
38,95,Towner,ND,-99.232995,48.575593,2162,1025.113,16.523,
38,97,Traill,ND,-97.221419,47.489414,7997,861.871,0.565,
38,99,Walsh,ND,-97.55615,48.392384,10563,1281.607,12.425,
38,103,Wells,ND,-99.776162,47.673531,3982,1270.533,19.756,
39,1,Adams,OH,-83.519185,38.851155,27477,583.872,2.413,
39,65,Hardin,OH,-83.673001,40.687272,30696,470.285,0.243,
39,67,Harrison,OH,-81.052878,40.308308,14483,402.331,8.435,
39,69,Henry,OH,-84.078123,41.360177,27662,416.01,3.74,
39,71,Highland,OH,-83.582063,39.21912,43317,553.084,4.709,
39,75,Holmes,OH,-81.869548,40.568212,44223,422.612,1.426,
39,79,Jackson,OH,-82.610925,39.035842,32653,420.31,1.223,
39,105,Meigs,OH,-82.011139,39.061474,22210,430.102,2.903,
39,111,Monroe,OH,-81.066658,39.743928,13385,455.723,1.736,
39,115,Morgan,OH,-81.865949,39.615975,13802,416.426,5.355,
39,121,Noble,OH,-81.487122,39.77294,14115,398.012,6.558,
39,125,Paulding,OH,-84.588497,41.132652,18806,416.435,2.411,
39,131,Pike,OH,-83.036586,39.084195,27088,440.282,3.694,
39,135,Preble,OH,-84.625367,39.743238,40999,424.226,2.341,
39,137,Putnam,OH,-84.115516,41.008256,34451,482.544,1.755,
39,163,Vinton,OH,-82.504249,39.241186,12800,412.36,2.618,
39,171,Williams,OH,-84.57175,41.532546,37102,420.66,2.432,
39,175,Wyandot,OH,-83.299297,40.865997,21900,406.879,0.689,
40,1,Adair,OK,-94.635683,35.887468,19495,573.878,3.426,
40,3,Alfalfa,OK,-98.317631,36.658546,5699,866.565,14.883,
40,5,Atoka,OK,-96.097526,34.329959,14143,975.446,14.397,
40,7,Beaver,OK,-100.638158,36.829383,5049,1814.837,2.837,
40,11,Blaine,OK,-98.428177,35.885203,8735,928.488,10.369,
40,15,Caddo,OK,-98.339383,35.175959,26945,1277.754,12.394,
40,23,Choctaw,OK,-95.528308,34.019064,14204,770.377,29.147,
40,25,Cimarron,OK,-102.496037,36.734437,2296,1834.808,6.148,
40,29,Coal,OK,-96.278199,34.548037,5266,516.771,4.664,
40,35,Craig,OK,-95.154588,36.679216,14107,761.255,1.409,
40,41,Delaware,OK,-94.793251,36.468532,40397,737.801,54.195,
40,43,Dewey,OK,-99.074156,36.057055,4484,999.628,8.753,
40,45,Ellis,OK,-99.786963,36.262513,3749,1231.477,0.368,
40,49,Garvin,OK,-97.28949,34.737491,25656,802.142,11.594,
40,53,Grant,OK,-97.779663,36.761056,4169,1000.74,2.719,
40,55,Greer,OK,-99.464241,34.912036,5491,639.285,4.304,
40,57,Harmon,OK,-99.897391,34.694548,2488,537.258,1.467,
40,59,Harper,OK,-99.761804,36.768589,3272,1038.584,2.031,
40,61,Haskell,OK,-95.124795,35.239002,11561,576.725,48.745,
40,63,Hughes,OK,-96.326231,35.079245,13367,804.471,10.219,
40,67,Jefferson,OK,-97.871654,34.132097,5337,758.956,15.219,
40,69,Johnston,OK,-96.650068,34.262325,10272,643.049,15.309,
40,73,Kingfisher,OK,-97.91096,35.913869,15184,898.078,7.957,
40,75,Kiowa,OK,-99.017988,34.936853,8509,1015.078,15.559,
40,77,Latimer,OK,-95.255214,34.88202,9444,722.105,7.044,
40,79,Le Flore,OK,-94.639064,35.065249,48129,1589.411,19.21,
40,85,Love,OK,-97.170128,33.922696,10146,513.914,18.34,
40,89,McCurtain,OK,-94.814678,33.999674,30814,1850.767,51.728,
40,91,McIntosh,OK,-95.581367,35.385902,18941,618.286,93.774,
40,93,Major,OK,-98.432369,36.298864,7782,955.0,2.954,
