STFIP,COFIP,NAME,ST,LON,LAT,POP,ALAND,AWATER,CBSA
25,1,Barnstable,MA,-70.328659,41.692343,228996,394.221,911.32,12700
25,3,Berkshire,MA,-73.218336,42.456888,129026,926.877,19.573,38340
25,5,Bristol,MA,-71.109451,41.794278,579200,553.112,138.017,39300
25,7,Dukes,MA,-70.60331,41.419712,20600,103.202,387.759,47240
25,9,Essex,MA,-70.991432,42.625306,809829,492.521,335.97,14460
25,11,Franklin,MA,-72.559152,42.578152,71029,699.208,25.332,24640
25,13,Hampden,MA,-72.574333,42.125554,465825,617.002,17.15,44140
25,15,Hampshire,MA,-72.572165,42.312741,162308,527.233,18.009,11200
25,17,Middlesex,MA,-71.254598,42.447845,1632002,817.856,29.081,14460
25,19,Nantucket,MA,-70.089225,41.267216,14255,46.192,257.463,34880
25,21,Norfolk,MA,-71.146359,42.202442,725981,396.107,48.247,14460
25,23,Plymouth,MA,-70.855576,42.023677,530819,658.502,434.791,14460
25,25,Suffolk,MA,-71.077148,42.336102,797936,58.254,61.969,14460
25,27,Worcester,MA,-71.802715,42.303377,862111,1510.674,68.481,49340
26,5,Allegan,MI,-85.871027,42.608445,120502,825.253,1008.037,26090
26,7,Alpena,MI,-83.502895,45.050588,28907,571.897,1123.03,10980
26,15,Barry,MI,-85.349392,42.618511,62423,553.104,23.938,24340
26,17,Bay,MI,-83.929196,43.629992,103856,442.408,188.309,13020
26,19,Benzie,MI,-86.011382,44.651834,17970,319.698,539.866,45900
26,21,Berrien,MI,-86.406377,41.985704,154316,567.781,1013.691,35660
26,23,Branch,MI,-85.030705,41.929177,44862,506.411,13.293,17740
26,25,Calhoun,MI,-85.106049,42.289631,134310,706.262,12.068,12980
26,27,Cass,MI,-86.040504,41.892277,51589,490.108,18.201,43780
26,33,Chippewa,MI,-84.396326,46.365585,36785,1558.507,1139.962,42300
26,37,Clinton,MI,-84.55428,42.886259,79128,566.349,8.216,29620
26,41,Delta,MI,-87.065752,45.801912,36903,1171.101,820.231,21540
26,43,Dickinson,MI,-88.014029,45.832994,25947,760.948,15.639,27020
26,45,Eaton,MI,-84.739621,42.645094,109175,575.209,4.225,29620
26,47,Emmet,MI,-84.910442,45.432042,34112,467.535,414.462,37950
26,49,Genesee,MI,-83.693809,43.002399,406211,636.942,12.645,22420
26,55,Grand Traverse,MI,-85.613028,44.713441,95238,464.336,136.978,45900
26,57,Gratiot,MI,-84.631259,43.34413,41761,568.381,3.231,10940
26,59,Hillsdale,MI,-84.605231,41.916883,45746,598.152,8.857,25880
26,61,Houghton,MI,-88.54177,47.127331,37361,1009.101,492.417,26340
26,65,Ingham,MI,-84.486253,42.688382,284900,556.078,4.636,29620
26,67,Ionia,MI,-85.086727,42.957003,66804,571.32,8.722,24340
26,73,Isabella,MI,-84.80345,43.608534,64394,572.699,4.999,34380
26,75,Jackson,MI,-84.406618,42.241802,160366,701.897,21.596,27100
26,77,Kalamazoo,MI,-85.586372,42.262549,261670,561.955,18.343,28020
26,79,Kalkaska,MI,-85.164963,44.720582,17939,559.744,10.819,45900
26,81,Kent,MI,-85.625638,42.961776,657974,848.931,23.012,24340
26,83,Keweenaw,MI,-88.289269,47.336126,2046,540.112,5426.154,26340
26,87,Lapeer,MI,-83.249396,43.058194,88619,646.983,15.861,19820
26,89,Leelanau,MI,-85.730072,44.906992,22301,347.199,2184.993,45900
26,91,Lenawee,MI,-84.052777,41.926112,99423,749.627,11.775,10300
26,93,Livingston,MI,-83.856466,42.575026,193866,565.283,20.122,19820
26,99,Macomb,MI,-82.957895,42.589118,881217,479.344,91.577,19820
26,103,Marquette,MI,-87.492759,46.486717,66017,1809.051,1615.968,32100
26,105,Mason,MI,-86.346719,43.97455,29052,494.969,747.346,31220
26,107,Mecosta,MI,-85.382191,43.650863,39714,555.155,16.087,13660
26,109,Menominee,MI,-87.579801,45.342064,23502,1044.041,294.132,31940
26,111,Midland,MI,-84.296349,43.643318,83494,517.45,10.619,33220
26,113,Missaukee,MI,-85.179858,44.307677,15052,564.788,9.108,15620
26,115,Monroe,MI,-83.486421,41.901664,154809,549.353,130.581,33780
26,117,Montcalm,MI,-85.172737,43.283564,66614,705.329,15.423,24340
26,121,Muskegon,MI,-86.214941,43.243847,175824,503.914,956.11,34740
26,125,Oakland,MI,-83.314039,42.586862,1274395,867.275,39.962,19820
26,139,Ottawa,MI,-86.015862,42.911054,296200,563.52,1067.891,24340
26,145,Saginaw,MI,-83.996446,43.399088,190124,800.797,15.169,40980
26,147,St. Clair,MI,-82.563457,42.912215,160383,721.513,114.994,19820
26,149,St. Joseph,MI,-85.526887,41.887521,60939,500.596,20.431,44780
26,155,Shiawassee,MI,-84.147876,42.942704,68094,530.967,9.974,37020
26,161,Washtenaw,MI,-83.726939,42.257602,372258,706.003,16.418,11460
26,163,Wayne,MI,-83.226321,42.329477,1793561,611.838,60.907,19820
26,165,Wexford,MI,-85.486553,44.309686,33673,564.925,10.495,15620
27,3,Anoka,MN,-93.269315,45.195033,363887,421.964,24.109,33460
27,5,Becker,MN,-95.781108,46.846984,35183,1315.059,130.091,19810
27,7,Beltrami,MN,-94.86333,47.585267,46228,2504.704,550.693,13420
27,9,Benton,MN,-94.10435,45.634664,41379,408.297,4.744,41060
27,13,Blue Earth,MN,-93.994417,44.133623,69112,747.849,17.748,31860
27,15,Brown,MN,-94.59176,44.285144,25912,611.109,7.156,35580
27,17,Carlton,MN,-92.532283,46.644206,36207,861.192,13.967,20260
27,19,Carver,MN,-93.679267,44.836919,106922,354.022,21.881,33460
27,21,Cass,MN,-94.417932,46.817725,30066,2021.473,392.511,14660
27,25,Chisago,MN,-92.924032,45.452093,56621,414.899,27.484,33460
27,27,Clay,MN,-96.673903,46.855003,65318,1045.176,7.453,22020
27,35,Crow Wing,MN,-94.162322,46.430863,66123,998.357,158.193,14660
27,37,Dakota,MN,-93.154642,44.763244,439882,562.538,24.316,33460
27,39,Dodge,MN,-92.805954,44.030082,20867,439.282,0.309,40340
27,41,Douglas,MN,-95.389465,45.907933,39006,636.937,83.215,10820
27,45,Fillmore,MN,-92.081754,43.696271,21228,861.333,0.794,40340
27,47,Freeborn,MN,-93.361666,43.662772,30895,707.245,15.176,10660
27,49,Goodhue,MN,-92.66657,44.446353,47582,756.704,22.848,39860
27,53,Hennepin,MN,-93.361233,44.976697,1281565,554.037,52.756,33460
27,55,Houston,MN,-91.438661,43.720423,18843,552.044,16.793,29100
27,59,Isanti,MN,-93.259775,45.542718,41135,435.758,15.909,33460
27,61,Itasca,MN,-93.521135,47.315009,45014,2667.74,260.191,24330
27,67,Kandiyohi,MN,-95.017492,45.154628,43732,797.373,64.976,48820
27,79,Le Sueur,MN,-93.716142,44.39681,28674,448.674,25.145,33460
27,83,Lyon,MN,-95.796682,44.428528,25269,714.411,7.257,32140
27,85,McLeod,MN,-94.264775,44.85967,36771,491.51,14.067,26780
27,91,Martin,MN,-94.50935,43.665559,20025,712.331,17.247,21860
27,95,Mille Lacs,MN,-93.623033,45.790781,26459,572.306,109.241,33460
27,99,Mower,MN,-92.901937,43.665401,40029,711.273,0.238,12380
27,103,Nicollet,MN,-94.058378,44.265352,34454,448.592,18.344,31860
27,105,Nobles,MN,-95.663888,43.635008,22290,715.117,7.434,49380
27,109,Olmsted,MN,-92.476238,44.024514,162847,653.512,1.246,40340
27,111,Otter Tail,MN,-95.789225,46.408729,60081,1971.634,252.693,22260
27,119,Polk,MN,-96.562798,47.783873,31192,1970.999,26.792,24220
27,123,Ramsey,MN,-93.10565,44.99291,552352,152.248,17.765,33460
27,131,Rice,MN,-93.26165,44.372673,67097,495.84,20.101,22060
27,133,Rock,MN,-96.237081,43.648084,9704,482.459,0.27,43620
27,137,St. Louis,MN,-92.307366,47.078425,200231,6247.574,612.562,20260
27,139,Scott,MN,-93.466447,44.714553,150928,356.273,12.115,33460
27,141,Sherburne,MN,-93.718866,45.402446,97183,432.909,18.134,33460
27,145,Stearns,MN,-94.355044,45.559158,158292,1342.829,47.196,41060
27,147,Steele,MN,-93.214616,44.06586,37406,429.645,2.694,36940
27,157,Wabasha,MN,-92.21876,44.298281,21387,522.922,26.593,40340
27,163,Washington,MN,-92.921431,44.985726,267568,384.714,38.597,33460
27,167,Wilkin,MN,-96.525623,46.316429,6506,751.038,0.186,47420
27,169,Winona,MN,-91.718459,44.023673,49671,626.177,15.464,49100
27,171,Wright,MN,-93.818147,45.199091,141337,661.159,53.147,33460
28,1,Adams,MS,-91.35434,31.545814,29538,462.344,25.202,35020
28,3,Alcorn,MS,-88.529805,34.909527,34740,400.044,1.316,18420
28,9,Benton,MS,-89.203932,34.813848,7646,406.616,2.038,32820
28,11,Bolivar,MS,-90.768825,33.771865,30985,876.507,31.447,17380
28,15,Carroll,MS,-89.919301,33.46177,9998,628.388,6.197,24900
28,23,Clarke,MS,-88.731696,32.067249,15615,691.576,1.959,32940
28,27,Coahoma,MS,-90.57036,34.220105,21390,553.095,29.939,17260
28,29,Copiah,MS,-90.378623,31.893381,28368,777.285,2.179,27140
28,33,DeSoto,MS,-89.949653,34.927389,185314,476.346,19.396,32820
28,35,Forrest,MS,-89.287954,31.309279,78158,466.042,4.198,25620
28,43,Grenada,MS,-89.803438,33.76756,21629,422.122,27.282,24980
28,45,Hancock,MS,-89.404092,30.379142,46053,473.964,78.802,25060
28,47,Harrison,MS,-89.063779,30.434161,208621,573.641,411.047,25060
28,49,Hinds,MS,-90.257,32.304046,227742,869.845,7.436,27140
28,51,Holmes,MS,-90.028731,33.089593,17000,756.674,7.942,27140
28,57,Itawamba,MS,-88.404342,34.289689,23863,532.795,7.655,46180
28,59,Jackson,MS,-88.66863,30.443696,143252,722.825,320.578,25060
28,61,Jasper,MS,-89.144805,31.961091,16367,676.311,1.209,29860
28,63,Jefferson,MS,-91.057536,31.714009,7260,519.933,7.331,35020
28,67,Jones,MS,-89.167194,31.667175,67246,694.845,4.896,29860
28,71,Lafayette,MS,-89.52675,34.359415,55813,631.697,47.531,37060
28,73,Lamar,MS,-89.439932,31.273921,64222,496.57,3.425,25620
28,75,Lauderdale,MS,-88.692876,32.401267,72984,703.674,11.479,32940
28,81,Lee,MS,-88.703819,34.278226,83343,449.965,3.21,46180
28,83,Leflore,MS,-90.203416,33.513518,28339,594.074,12.304,24900
28,85,Lincoln,MS,-90.457896,31.54927,34907,586.207,2.043,15020
28,87,Lowndes,MS,-88.389424,33.520258,58879,505.443,11.021,18060
28,89,Madison,MS,-90.104845,32.509875,109145,714.358,27.682,27140
28,93,Marshall,MS,-89.544076,34.816554,33752,706.185,3.542,32820
28,97,Montgomery,MS,-89.682458,33.496327,9822,406.981,0.908,24980
28,103,Noxubee,MS,-88.549668,33.13285,10285,695.158,4.822,18060
28,105,Oktibbeha,MS,-88.825442,33.448413,51788,458.239,3.693,44260
28,109,Pearl River,MS,-89.631685,30.640759,56145,811.319,8.024,38100
28,111,Perry,MS,-88.992608,31.262146,11511,647.282,2.92,25620
28,113,Pike,MS,-90.435044,31.219047,40324,409.185,1.509,32620
28,117,Prentiss,MS,-88.552077,34.632609,25008,414.985,3.214,46180
28,121,Rankin,MS,-90.030487,32.281333,157031,775.494,30.591,27140
28,123,Scott,MS,-89.529579,32.40164,27990,609.231,1.159,27140
28,127,Simpson,MS,-89.855744,31.915898,25949,589.165,1.304,27140
28,131,Stone,MS,-89.135849,30.806397,18333,445.485,2.592,25060
28,137,Tate,MS,-89.948269,34.644191,28064,404.763,6.213,32820
28,143,Tunica,MS,-90.341396,34.720692,9782,454.13,22.013,32820
28,147,Walthall,MS,-90.122962,31.150842,13884,403.928,0.477,32620
28,149,Warren,MS,-90.843777,32.324815,44722,588.53,30.023,46980
28,151,Washington,MS,-91.01078,33.369011,44922,723.972,36.393,24740
28,155,Webster,MS,-89.220716,33.582804,9926,421.158,2.071,44260
28,161,Yalobusha,MS,-89.694995,34.081548,12481,467.151,27.854,37060
28,163,Yazoo,MS,-90.38218,32.829241,26743,922.339,11.82,27140
29,1,Adair,MO,-92.581512,40.195278,25314,567.324,2.111,28860
29,3,Andrew,MO,-94.8166,39.919858,18135,432.632,3.736,41140
29,7,Audrain,MO,-91.826614,39.203899,24962,692.25,4.573,33020
29,13,Bates,MO,-94.362779,38.280773,16042,836.696,14.684,28140
29,17,Bollinger,MO,-89.999696,37.340708,10567,617.904,3.293,16020
29,19,Boone,MO,-92.321624,38.956712,183610,685.554,5.491,17860
29,21,Buchanan,MO,-94.819825,39.750709,84793,408.249,6.928,41140
29,23,Butler,MO,-90.417972,36.756985,42130,694.755,4.322,38740
29,25,Caldwell,MO,-93.998899,39.663863,8815,426.392,3.244,28140
29,27,Callaway,MO,-91.997518,38.797548,44283,834.567,12.815,27620
29,31,Cape Girardeau,MO,-89.607695,37.355235,81710,578.517,7.832,16020
29,37,Cass,MO,-94.424307,38.751052,107824,696.615,5.777,28140
29,43,Christian,MO,-93.264355,37.027878,88842,562.589,1.177,44180
29,47,Clay,MO,-94.497328,39.252956,253335,397.663,11.007,28140
29,49,Clinton,MO,-94.367454,39.602433,21184,418.94,4.542,28140
29,51,Cole,MO,-92.220619,38.55255,77279,391.548,7.377,27620
29,53,Cooper,MO,-92.772757,38.91006,17103,564.75,4.431,17860
29,59,Dallas,MO,-93.066641,37.643751,17071,540.951,1.895,44180
29,63,DeKalb,MO,-94.354573,39.825582,11029,421.358,4.464,41140
29,69,Dunklin,MO,-90.058119,36.324914,28283,541.909,5.293,28380
29,71,Franklin,MO,-90.998977,38.436356,104682,922.649,8.036,41180
29,77,Greene,MO,-93.309507,37.192242,298915,675.329,2.551,44180
29,89,Howard,MO,-92.70446,39.140559,10151,463.801,7.665,17860
29,91,Howell,MO,-91.873718,36.792561,39750,927.177,1.127,48460
29,95,Jackson,MO,-94.444287,39.00998,717204,604.52,11.823,28140
29,97,Jasper,MO,-94.444125,37.129578,122761,638.506,2.766,27900
29,99,Jefferson,MO,-90.475056,38.340859,226739,656.445,7.839,41180
29,101,Johnson,MO,-93.770288,38.758577,54013,829.261,3.931,47660
29,105,Laclede,MO,-92.653795,37.669688,36039,764.63,3.364,30060
29,107,Lafayette,MO,-93.842193,39.055172,32984,628.28,10.453,28140
29,111,Lewis,MO,-91.641748,40.08916,10032,505.017,5.778,39500
29,113,Lincoln,MO,-90.929751,38.996776,59574,626.571,13.892,41180
29,127,Marion,MO,-91.457393,39.741435,28525,436.922,7.38,25300
29,133,Mississippi,MO,-89.368458,36.856032,12577,411.596,17.187,43460
29,135,Moniteau,MO,-92.611037,38.627456,15473,415.03,3.841,27620
29,145,Newton,MO,-94.414367,36.921726,58648,624.754,1.82,27900
29,147,Nodaway,MO,-94.868321,40.352259,21241,876.964,0.912,32340
29,151,Osage,MO,-91.884527,38.455126,13274,606.58,6.847,27620
29,159,Pettis,MO,-93.247496,38.701441,42980,682.229,4.05,42740
29,161,Phelps,MO,-91.747022,37.943357,44638,671.787,2.536,40620
29,165,Platte,MO,-94.683735,39.260346,106718,419.802,6.544,28140
29,167,Polk,MO,-93.404435,37.602027,31519,635.527,6.887,44180
29,169,Pulaski,MO,-92.175732,37.822042,53955,547.112,4.368,22780
29,173,Ralls,MO,-91.469172,39.579823,10355,469.787,14.047,25300
29,175,Randolph,MO,-92.451801,39.413737,24716,482.712,5.117,33620
29,177,Ray,MO,-94.062098,39.336637,23158,568.968,5.178,28140
29,183,St. Charles,MO,-90.671284,38.778572,405262,560.501,31.917,41180
29,187,St. Francois,MO,-90.488054,37.834497,66922,451.886,2.787,22100
29,189,St. Louis,MO,-90.389519,38.644521,1004125,507.875,15.294,41180
29,195,Saline,MO,-93.202654,39.111399,23333,755.51,11.406,32180
29,197,Schuyler,MO,-92.520354,40.461863,4032,307.305,0.856,28860
29,201,Scott,MO,-89.577539,37.015235,38059,420.005,5.859,43460
29,213,Taney,MO,-93.195143,36.657085,56066,632.332,19.287,14700
29,219,Warren,MO,-91.098557,38.790363,35532,428.611,9.158,41180
29,225,Webster,MO,-92.906843,37.26294,39085,592.563,1.201,44180
29,510,St. Louis,MO,-90.253332,38.620558,301578,61.736,4.465,41180
30,7,Broadwater,MT,-111.543362,46.281619,6774,1192.359,45.748,25740
30,9,Carbon,MT,-109.084845,45.322269,10473,2047.781,13.596,13740
30,13,Cascade,MT,-111.306586,47.491558,84414,2698.207,13.247,24500
30,29,Flathead,MT,-114.28093,48.24738,104357,5087.222,168.789,28060
30,31,Gallatin,MT,-111.128767,45.682956,118960,2605.352,28.423,14580
30,43,Jefferson,MT,-112.045462,46.268426,12085,1656.997,2.416,25740
30,49,Lewis and Clark,MT,-112.019644,46.646621,70973,3458.381,39.188,25740
30,61,Mineral,MT,-114.894335,47.182752,4535,1219.619,3.821,33540
30,63,Missoula,MT,-114.021512,46.875546,117922,2593.009,24.937,33540
30,93,Silver Bow,MT,-112.525517,45.98746,35133,717.983,0.586,15580
30,95,Stillwater,MT,-109.238178,45.615383,8963,1796.746,9.163,13740
30,111,Yellowstone,MT,-108.546051,45.789945,164731,2633.468,15.423,13740
31,1,Adams,NE,-98.41518,40.585501,31205,563.274,0.957,25580
31,7,Banner,NE,-103.721644,41.558824,674,746.039,0.151,42420
31,19,Buffalo,NE,-99.072828,40.737756,50084,968.22,7.179,28260
31,25,Cass,NE,-96.063719,40.949471,26598,557.347,8.545,36540
31,35,Clay,NE,-98.027882,40.547589,6104,572.289,1.249,25580
31,37,Colfax,NE,-97.076357,41.515594,10582,411.647,4.869,18100
31,43,Dakota,NE,-96.438647,42.446864,21582,264.276,3.144,43580
31,47,Dawson,NE,-99.856676,40.827351,24111,1013.059,6.374,30420
31,53,Dodge,NE,-96.528637,41.471288,37167,529.067,13.935,23340
31,55,Douglas,NE,-96.069741,41.26173,584526,326.407,12.942,36540
31,67,Gage,NE,-96.713556,40.280866,21704,851.461,8.499,13100
31,73,Gosper,NE,-99.826842,40.59443,1893,458.155,4.568,30420
31,79,Hall,NE,-98.377793,40.91634,62895,546.39,5.754,24260
31,93,Howard,NE,-98.489627,41.18917,6475,569.338,6.255,24260
31,99,Kearney,NE,-98.99218,40.507252,6688,516.243,0.106,28260
31,109,Lancaster,NE,-96.671536,40.799269,322608,837.561,8.821,30700
31,111,Lincoln,NE,-100.789525,41.119294,34676,2564.14,10.979,35820
31,113,Logan,NE,-100.507661,41.499176,716,570.698,0.465,35820
31,119,Madison,NE,-97.461443,42.00636,35585,572.622,2.829,35740
31,121,Merrick,NE,-98.037243,41.130786,7668,487.259,9.52,24260
31,139,Pierce,NE,-97.591612,42.259529,7317,573.249,1.344,35740
31,141,Platte,NE,-97.385528,41.46697,34296,674.05,10.54,18100
31,153,Sarpy,NE,-96.0437,41.152889,190604,238.101,9.42,36540
31,155,Saunders,NE,-96.560061,41.195383,22278,748.928,10.892,36540
31,157,Scotts Bluff,NE,-103.680393,41.865094,36084,739.608,5.947,42420
31,159,Seward,NE,-97.102308,40.875087,17609,571.43,4.457,30700
31,167,Stanton,NE,-97.255038,41.985101,5842,427.608,3.394,35740
31,177,Washington,NE,-96.156611,41.504682,20865,389.957,3.241,36540
31,181,Webster,NE,-98.486606,40.195862,3395,574.913,0.13,25580
32,1,Churchill,NV,-118.796052,39.474469,25516,4950.157,73.646,21980
32,3,Clark,NV,-115.152976,36.141141,2265461,7891.651,169.271,29820
32,5,Douglas,NV,-119.756218,38.957468,49488,710.485,27.922,23820
32,7,Elko,NV,-115.534273,40.856303,53702,17173.446,28.874,21220
32,11,Eureka,NV,-116.209128,39.946993,1855,4175.688,4.27,21220
32,13,Humboldt,NV,-117.744296,41.017558,17285,9640.792,17.064,49080
32,19,Lyon,NV,-119.327152,39.355756,59235,2003.075,22.969,39900
32,23,Nye,NV,-116.125667,36.414296,51591,18181.914,16.683,37220
32,29,Storey,NV,-119.622432,39.389828,4104,263.778,0.726,39900
32,31,Washoe,NV,-119.793527,39.534488,486492,6315.877,224.996,39900
32,510,Carson City,NV,-119.75408,39.166096,58639,144.534,12.585,16180
33,1,Belknap,NH,-71.439516,43.518179,63705,401.847,68.163,29060
33,5,Cheshire,NH,-72.260597,42.897949,76458,706.709,22.235,28300
33,9,Grafton,NH,-71.957176,43.83744,91118,1708.599,41.106,30150
33,11,Hillsborough,NH,-71.531546,42.879412,422937,876.526,15.954,31700
33,13,Merrimack,NH,-71.586768,43.244048,153808,932.899,22.077,18180
33,15,Rockingham,NH,-71.105861,42.937487,314176,695.391,99.856,14460
33,17,Strafford,NH,-70.954351,43.246137,130889,367.47,15.117,14460
33,19,Sullivan,NH,-72.256473,43.370229,43063,537.876,14.26,30150
34,1,Atlantic,NJ,-74.584723,39.428157,274534,555.514,116.321,12100
34,3,Bergen,NJ,-74.056816,40.916918,955732,232.788,13.663,35620
34,5,Burlington,NJ,-74.836627,39.983738,461860,799.292,20.893,37980
34,7,Camden,NJ,-75.026364,39.863128,523485,221.358,6.061,37980
34,9,Cape May,NJ,-74.806953,39.096879,95263,251.522,368.785,12100
34,11,Cumberland,NJ,-75.0896,39.431713,154152,483.361,194.485,47220
34,13,Essex,NJ,-74.216055,40.767919,863728,126.085,3.335,35620
34,15,Gloucester,NJ,-75.130305,39.748752,302294,322.0,14.772,37980
34,17,Hudson,NJ,-74.061448,40.741644,724854,46.194,16.153,35620
34,19,Hunterdon,NJ,-74.895969,40.572604,128947,427.835,9.561,35620
34,21,Mercer,NJ,-74.69945,40.255387,387340,224.44,4.415,45940
34,23,Middlesex,NJ,-74.388583,40.484409,863162,309.222,13.651,35620
34,25,Monmouth,NJ,-74.14859,40.29118,643615,468.182,193.218,35620
34,27,Morris,NJ,-74.50031,40.859148,509285,460.972,20.552,35620
34,29,Ocean,NJ,-74.215904,39.978586,637229,628.286,286.55,35620
34,31,Passaic,NJ,-74.189868,40.923998,524118,186.013,12.376,35620
34,33,Salem,NJ,-75.378171,39.627242,64837,331.862,40.69,37980
34,35,Somerset,NJ,-74.578391,40.559937,345361,301.866,3.087,35620
34,37,Sussex,NJ,-74.655456,41.090477,144221,518.661,16.878,35620
34,39,Union,NJ,-74.293688,40.659355,575345,102.766,2.644,35620
34,41,Warren,NJ,-75.014893,40.794655,109632,356.541,6.109,10900
35,1,Bernalillo,NM,-106.617779,35.109462,676444,1161.245,6.132,10740
35,5,Chaves,NM,-104.514733,33.365668,65157,6067.177,7.904,40740
35,9,Curry,NM,-103.213229,34.421082,48430,1405.526,3.086,17580
35,13,Doña Ana,NM,-106.728836,32.24837,219561,3808.189,6.793,29740
35,15,Eddy,NM,-104.288595,32.538156,62314,4176.347,21.812,16100
35,17,Grant,NM,-108.24321,32.781053,28185,3961.207,5.905,43500
35,25,Lea,NM,-103.190527,32.75172,74455,4391.552,3.146,26020
35,27,Lincoln,NM,-105.631108,33.419573,20269,4831.115,0.214,40760
35,28,Los Alamos,NM,-106.272314,35.869176,19419,109.123,0.08,31060
35,29,Luna,NM,-107.741875,32.223031,25427,2965.179,0.167,19700
35,31,McKinley,NM,-108.634281,35.513228,72902,5451.064,4.899,23700
35,33,Mora,NM,-105.23707,36.00418,4189,1926.249,2.353,29780
35,35,Otero,NM,-106.000317,32.778517,67839,6612.562,14.264,10460
35,39,Rio Arriba,NM,-106.205155,36.203984,40363,5860.874,35.314,21580
35,41,Roosevelt,NM,-103.347539,34.168551,19191,2446.051,7.212,17580
35,43,Sandoval,NM,-106.649224,35.319674,148834,3710.194,4.19,10740
35,45,San Juan,NM,-108.220154,36.723982,121661,5517.231,21.195,22140
35,47,San Miguel,NM,-105.307874,35.576344,27201,4721.515,19.838,29780
35,49,Santa Fe,NM,-106.004765,35.632632,154823,1910.38,1.02,42140
35,55,Taos,NM,-105.60791,36.435099,34489,2202.373,1.306,45340
35,57,Torrance,NM,-106.1027,34.870562,15045,3345.213,0.894,10740
35,61,Valencia,NM,-106.722815,34.755709,76205,1066.744,1.066,10740
36,1,Albany,NY,-73.811637,42.680589,314848,522.888,10.414,10580
36,5,Bronx,NY,-73.882271,40.849395,1472654,42.172,15.198,35620
36,7,Broome,NY,-75.936264,42.120758,198683,705.638,9.695,13780
36,9,Cattaraugus,NY,-78.608393,42.223696,77042,1308.163,14.202,36460
36,11,Cayuga,NY,-76.560652,42.938915,76248,691.583,172.089,12180
36,13,Chautauqua,NY,-79.314802,42.245031,127657,1060.412,439.78,27460
36,15,Chemung,NY,-76.813813,42.120553,84148,407.333,3.427,21300
36,19,Clinton,NY,-73.542837,44.72994,79843,1037.751,79.762,38460
36,21,Columbia,NY,-73.680411,42.274439,61570,634.663,13.541,26460
36,23,Cortland,NY,-76.146202,42.595471,46809,498.774,2.745,18660
36,27,Dutchess,NY,-73.84154,41.678068,295911,795.649,29.696,28880
36,29,Erie,NY,-78.792727,42.891147,954236,1042.731,184.124,15380
36,35,Fulton,NY,-74.329857,43.058597,53324,495.46,37.42,24100
36,37,Genesee,NY,-78.171041,42.998899,58388,492.939,2.37,12860
36,43,Herkimer,NY,-74.994925,43.071299,60139,1411.54,46.47,46540
36,45,Jefferson,NY,-75.89504,44.019862,116721,1268.704,588.653,48060
36,47,Kings,NY,-73.954985,40.651666,2736074,69.377,27.475,35620
36,51,Livingston,NY,-77.762787,42.769037,61834,631.762,8.496,40380
36,53,Madison,NY,-75.719961,42.98686,68016,654.85,6.445,45060
36,55,Monroe,NY,-77.618985,43.160725,759443,656.943,709.761,40380
36,57,Montgomery,NY,-74.344144,42.93271,49532,403.111,7.187,11220
36,59,Nassau,NY,-73.603664,40.716432,1395774,284.542,168.839,35620
36,61,New York,NY,-73.967437,40.776422,1694251,22.656,11.203,35620
36,63,Niagara,NY,-78.851139,43.134406,212666,522.353,617.317,15380
36,65,Oneida,NY,-75.355941,43.146277,232125,1212.331,45.312,46540
36,67,Onondaga,NY,-76.167376,43.067977,476516,778.393,27.225,45060
36,69,Ontario,NY,-77.266946,42.902312,112458,644.075,18.477,40380
36,71,Orange,NY,-74.239375,41.41957,401310,812.318,26.267,28880
36,73,Orleans,NY,-78.224364,43.249285,40343,391.263,426.157,40380
36,75,Oswego,NY,-76.31179,43.392222,117525,951.646,360.417,45060
36,77,Otsego,NY,-75.060236,42.564145,58524,1001.737,14.021,36580
36,79,Putnam,NY,-73.718558,41.410932,97668,230.203,15.918,35620
36,81,Queens,NY,-73.834008,40.721204,2405464,108.724,72.759,35620
36,83,Rensselaer,NY,-73.631993,42.699563,161130,652.459,12.944,10580
36,85,Richmond,NY,-74.136701,40.589259,495747,57.523,45.344,35620
36,87,Rockland,NY,-74.02214,41.127445,338329,173.444,25.809,35620
36,89,St. Lawrence,NY,-75.147873,44.652827,108505,2679.516,141.8,32390
36,91,Saratoga,NY,-73.784353,43.007918,235509,809.996,33.812,10580
36,93,Schenectady,NY,-73.945253,42.809147,158061,204.581,4.863,10580
36,95,Schoharie,NY,-74.435708,42.64398,29714,621.819,4.508,10580
36,99,Seneca,NY,-76.827711,42.82851,33814,323.698,66.726,42900
36,101,Steuben,NY,-77.31968,42.264824,93584,1390.508,13.529,18500
36,103,Suffolk,NY,-73.103278,40.823365,1525920,911.174,1462.078,35620
36,105,Sullivan,NY,-74.698587,41.698542,78624,968.145,28.47,33910
36,107,Tioga,NY,-76.298893,42.121424,48455,518.767,4.264,13780
36,109,Tompkins,NY,-76.478989,42.459082,105740,474.642,16.906,27060
36,111,Ulster,NY,-74.098362,41.841749,181851,1124.236,36.524,28740
36,113,Warren,NY,-73.711242,43.392942,65737,867.217,64.384,24020
36,115,Washington,NY,-73.460751,43.289043,61302,831.167,14.721,24020
36,117,Wayne,NY,-77.130245,43.143635,91283,603.83,779.226,40380
36,119,Westchester,NY,-73.80547,41.038581,1004457,430.723,69.358,35620
37,1,Alamance,NC,-79.413154,36.071544,171415,423.452,10.788,15500
37,3,Alexander,NC,-81.193451,35.889332,36444,259.985,3.647,25860
